Unnamed: 0,Unnamed: 0.1,Age,Athlete,Athlete_URL,Gender,Height,Finish,Score,Region,Weight,Wk1,Wk2,Wk3,Wk4,Wk5,Year,Team,Affiliate,Fran,Helen,Grace,Filthy_50,Fight_Gone_Bad,Sprint_400,Run_5k,Clean_And_Jerk,Snatch,Deadlift,Back_Squat,Max_Pullups,Place,Wk1_Place,Wk1_Score,Wk2_Place,Wk2_Score,Wk3_Place,Wk3_Score,Wk4_Place,Wk4_Score,Wk5_Place,Wk5_Score,User_ID
14,14,24.0,Travis Williams,http://games.crossfit.com/athlete/14960,1,69.0,15 (322),322,0,205.0,60 (319),40 (429),159 (128),32 (287),31 (08:13),16,U Can CrossFit,U Can CrossFit,,,,,486,,,365.0,290.0,565.0,475.0,50,15,60,319,40,429,159,128,32,287,31,493,14960
15,15,27.0,Chase Smith,http://games.crossfit.com/athlete/105536,1,69.0,16 (329),329,0,195.0,103 (313),16 (430),38 (136),123 (274),49 (08:21),16,CrossFit Free,CrossFit Free,,,,,,,,350.0,275.0,550.0,502.0,57,16,103,313,16,430,38,136,123,274,49,501,105536
16,16,29.0,Paul Tremblay,http://games.crossfit.com/athlete/8356,1,70.0,17 (332),332,0,200.0,10 (331),92 (427),7 (141),211 (267),12 (07:57),16,CrossFit NCR,CrossFit NCR,,,,,451,,,365.0,300.0,545.0,515.0,59,17,10,331,92,427,7,141,211,267,12,477,8356
17,17,32.0,Andrey Ganin,http://games.crossfit.com/athlete/92567,1,72.83,18 (340),340,0,222.67,21 (325),199 (424),2 (146),29 (289),89 (08:35),16,Idol,CrossFit Idol,,,,,,,,286.6,224.87,507.06,396.83,63,18,21,325,199,424,2,146,29,289,89,515,92567
18,18,23.0,Christian Lucero,http://games.crossfit.com/athlete/6122,1,70.0,19 (346),346,0,190.0,96 (314),68 (427),58 (133),25 (292),99 (08:37),16,CFCM,CrossFit Costa Mesa,,,,,0,,,352.0,290.0,515.0,440.0,82,19,96,314,68,427,58,133,25,292,99,517,6122
19,19,25.0,Albert-Dominic Larouche,http://games.crossfit.com/athlete/49510,1,70.0,20 (378),378,0,195.0,103 (313),54 (428),87 (130),55 (282),79 (08:32),16,TEAM CrossFit ADM,CrossFit Adm,,,,,477,,,335.0,280.0,545.0,435.0,50,20,103,313,54,428,87,130,55,282,79,512,49510
20,20,27.0,Anthony Vazquez,http://games.crossfit.com/athlete/230948,1,73.0,21 (381),381,0,209.0,161 (310),69 (427),70 (131),46 (283),35 (08:15),16,CrossFit Shrewsbury,CrossFit Shrewsbury,,,,,,,,325.0,265.0,505.0,435.0,,21,161,310,69,427,70,131,46,283,35,495,230948
21,21,24.0,Jordan Cook,http://games.crossfit.com/athlete/111574,1,69.0,22 (402),402,0,186.0,17 (326),98 (426),182 (128),42 (284),63 (08:28),16,,Unaffiliated,,,,,,,,330.0,270.0,500.0,440.0,,22,17,326,98,426,182,128,42,284,63,508,111574
22,22,27.0,Simon Paquette,http://games.crossfit.com/athlete/19941,1,71.0,23 (411),411,0,198.0,170 (308),148 (425),16 (140),14 (295),63 (08:28),16,Lusine CrossFit Sherbrooke,L'Usine CrossFit Sherbrooke,,,,,0,,,0.0,0.0,0.0,0.0,0,23,170,308,148,425,16,140,14,295,63,508,19941
23,23,25.0,Brent Fikowski,http://games.crossfit.com/athlete/107101,1,73.0,24 (429),429,0,212.0,13 (329),97 (426),65 (132),15 (295),239 (08:58),16,Kelowna Wildfire,Kelowna CrossFit,,,,,0,,,0.0,290.0,0.0,405.0,0,24,13,329,97,426,65,132,15,295,239,538,107101
24,24,27.0,Stefano Migliorini,http://games.crossfit.com/athlete/34601,1,68.11,25 (434),434,0,185.0,221 (303),94 (426),34 (137),33 (287),52 (08:23),16,,Reebok CrossFit Officine,,,,,402,,,326.28,253.53,518.09,518.09,72,25,221,303,94,426,34,137,33,287,52,503,34601
25,25,28.0,Frederik Aegidius,http://games.crossfit.com/athlete/18543,1,68.5,26 (440),440,0,190.0,11 (330),14 (430),148 (128),187 (269),80 (08:33),16,CrossFit Reykjavik,Reebok CrossFit Reykjavík,,,,,464,,,341.72,264.55,507.06,462.97,50,26,11,330,14,430,148,128,187,269,80,513,18543
26,26,22.0,Dre Strohm,http://games.crossfit.com/athlete/267027,1,69.0,27 (476),476,0,185.0,245 (301),47 (428),47 (134),105 (275),32 (08:14),16,CrossFit Mayhem Freedom,CrossFit Mayhem,,,,,,,,,,,,,27,245,301,47,428,47,134,105,275,32,494,267027
27,27,28.0,Irving Hernandez,http://games.crossfit.com/athlete/55226,1,60.0,28 (484),484,0,155.0,51 (320),125 (425),115 (129),170 (270),23 (08:08),16,Trualliance Fitness,CrossFit TA,,,,,481,,,335.0,245.0,505.0,500.0,115,28,51,320,125,425,115,129,170,270,23,488,55226
28,28,27.0,Jack Long,http://games.crossfit.com/athlete/354850,1,70.0,29 (496),496,0,205.0,60 (319),8 (430),47 (134),149 (271),232 (08:57),16,,CrossFit HIDDENGYM,,,,,,,,365.0,295.0,525.0,505.0,,29,60,319,8,430,47,134,149,271,232,537,354850
29,29,30.0,Daniel Tyminski,http://games.crossfit.com/athlete/5284,1,69.0,30 (522),522,0,195.0,189 (305),46 (428),113 (129),33 (287),141 (08:44),16,CrossFit Lindy,CrossFit Lindy,,,,,504,,,345.0,295.0,525.0,445.0,0,30,189,305,46,428,113,129,33,287,141,524,5284
30,30,29.0,Roy Gamboa,http://games.crossfit.com/athlete/95022,1,68.0,31 (529),529,0,200.0,42 (323),32 (430),59 (132),30 (289),366 (09:12),16,CrossFit Abilene,CrossFit Abilene,,,,,,,,,,,,,31,42,323,32,430,59,132,30,289,366,552,95022
31,31,28.0,Sam Dancer,http://games.crossfit.com/athlete/621610,1,70.0,32 (532),532,0,210.0,285 (299),82 (427),37 (137),35 (287),93 (08:36),16,,Qtown CrossFit,,,,,484,,,365.0,315.0,655.0,535.0,65,32,285,299,82,427,37,137,35,287,93,516,621610
32,32,27.0,Thomas Nay,http://games.crossfit.com/athlete/164081,1,67.0,33 (534),534,0,185.0,45 (322),107 (426),32 (138),134 (273),216 (08:55),16,,CrossFit Huntington,,,,,,,,325.0,270.0,555.0,455.0,0,33,45,322,107,426,32,138,134,273,216,535,164081
33,33,32.0,Ryan Elrod,http://games.crossfit.com/athlete/258584,1,66.0,34 (539),539,0,166.0,51 (320),269 (423),36 (137),109 (275),74 (08:31),16,The eX Men,CrossFit eXalted,,,,,,,,,,,,,34,51,320,269,423,36,137,109,275,74,511,258584
34,34,24.0,Josh Littauer,http://games.crossfit.com/athlete/104553,1,68.0,35 (540),540,0,190.0,115 (312),122 (426),140 (129),125 (274),38 (08:16),16,Premier CrossFit Tyler,Premier CrossFit,,,,,,,,340.0,305.0,500.0,485.0,56,35,115,312,122,426,140,129,125,274,38,496,104553
35,35,26.0,Jonathan Gibson,http://games.crossfit.com/athlete/105058,1,74.0,36 (551),551,0,225.0,115 (312),73 (427),70 (131),54 (282),239 (08:58),16,,CrossFit Dark Star,,,,,,,,330.0,260.0,565.0,440.0,,36,115,312,73,427,70,131,54,282,239,538,105058
36,36,24.0,Zachary Moran,http://games.crossfit.com/athlete/485312,1,69.0,37 (554),554,0,189.0,9 (336),306 (423),46 (135),155 (271),38 (08:16),16,,Columbia CrossFit,,,,,,,,335.0,275.0,525.0,425.0,74,37,9,336,306,423,46,135,155,271,38,496,485312
37,37,26.0,Paul Castillo,http://games.crossfit.com/athlete/571999,1,71.0,38 (557),557,0,200.0,21 (325),207 (424),266 (127),11 (297),52 (08:23),16,GCCF,Glass City CrossFit,,,,,,,,325.0,255.0,500.0,445.0,,38,21,325,207,424,266,127,11,297,52,503,571999
38,38,20.0,Samuel Kwant,http://games.crossfit.com/athlete/74320,1,70.0,38 (557),557,0,195.0,82 (316),45 (428),308 (127),23 (292),99 (08:37),16,Team MBCF,Mt. Baker CrossFit,,,,,,,,325.0,275.0,465.0,430.0,74,38,82,316,45,428,308,127,23,292,99,517,74320
39,39,26.0,Luke Fiso,http://games.crossfit.com/athlete/221436,1,69.29,40 (558),558,0,189.0,51 (320),137 (425),137 (129),112 (275),121 (08:41),16,Team Instinct,Thorndon CrossFit,,,,,,,,315.26,275.58,485.02,418.88,52,40,51,320,137,425,137,129,112,275,121,521,221436
40,40,24.0,Adam Davidson,http://games.crossfit.com/athlete/70335,1,70.0,41 (559),559,0,195.0,115 (312),39 (429),121 (129),195 (268),89 (08:35),16,CrossFit Vic City,CrossFit Vic City,,,,,,,,370.0,285.0,605.0,505.0,,41,115,312,39,429,121,129,195,268,89,515,70335
41,41,23.0,Adrian Mundwiler,http://games.crossfit.com/athlete/698182,1,67.72,42 (561),561,0,182.98,60 (319),153 (425),45 (135),254 (265),49 (08:21),16,,C23 CrossFit,,,,,,,,,,,,,42,60,319,153,425,45,135,254,265,49,501,698182
42,42,21.0,Hinrik Ingi Óskarsson,http://games.crossfit.com/athlete/81825,1,72.44,43 (563),563,0,200.0,89 (315),196 (424),44 (135),141 (272),93 (08:36),16,CrossFit Reykjavik,Reebok CrossFit Reykjavík,,,,,,,,332.9,279.99,513.68,429.9,,43,89,315,196,424,44,135,141,272,93,516,81825
43,43,29.0,Austin Malleolo,http://games.crossfit.com/athlete/10169,1,65.0,44 (574),574,0,178.0,261 (300),135 (425),154 (128),4 (314),20 (08:06),16,Reebok CrossFit ONE,Reebok CrossFit One,,,,,470,,,325.0,255.0,570.0,420.0,65,44,261,300,135,425,154,128,4,314,20,486,10169
44,44,21.0,Jonne Koski,http://games.crossfit.com/athlete/173837,1,68.11,45 (576),576,0,185.0,4 (349),44 (428),76 (130),353 (262),99 (08:37),16,,,,,,,,,,,,,,,45,4,349,44,428,76,130,353,262,99,517,173837
45,45,24.0,Logan Collins,http://games.crossfit.com/athlete/123764,1,67.0,45 (576),576,0,167.0,96 (314),28 (430),133 (129),127 (274),192 (08:52),16,Rejoice,CrossFit Rejoice,,,,,,,,325.0,265.0,500.0,435.0,,45,96,314,28,430,133,129,127,274,192,532,123764
46,46,26.0,Tim Paulson,http://games.crossfit.com/athlete/20698,1,73.0,47 (577),577,0,215.0,189 (305),84 (427),107 (129),24 (292),173 (08:50),16,CrossFit Pallas,CrossFit Pallas,,,,,466,,,358.0,290.0,500.0,465.0,55,47,189,305,84,427,107,129,24,292,173,530,20698
47,47,26.0,Khan Porter,http://games.crossfit.com/athlete/105874,1,71.65,48 (590),590,0,205.0,60 (319),234 (424),60 (132),63 (280),173 (08:50),16,Who Is Tickle Me Kobi,CrossFit Play,,,,,468,,,352.74,288.81,533.52,418.88,70,48,60,319,234,424,60,132,63,280,173,530,105874
48,48,23.0,Nicholas DelGrande,http://games.crossfit.com/athlete/5456,1,67.0,49 (606),606,0,187.0,60 (319),117 (426),276 (127),18 (294),135 (08:43),16,,CrossFit Milford,,,,,0,,,365.0,300.0,555.0,475.0,0,49,60,319,117,426,276,127,18,294,135,523,5456
49,49,26.0,Alex Anderson,http://games.crossfit.com/athlete/5013,1,70.0,50 (632),632,0,210.0,115 (312),20 (430),77 (130),316 (263),104 (08:38),16,,CrossFit Ktown,,,,,,,,,,,,,50,115,312,20,430,77,130,316,263,104,518,5013
50,50,23.0,Mitchel Stevenson,http://games.crossfit.com/athlete/323300,1,69.0,51 (642),642,0,185.0,231 (302),204 (424),87 (130),111 (275),9 (07:52),16,Newberg CrossFit Rebuilt,Newberg CrossFit Rebuilt,,,,,,,,,,,,,51,231,302,204,424,87,130,111,275,9,472,323300
51,51,25.0,Lukas Högberg,http://games.crossfit.com/athlete/24309,1,72.05,52 (682),682,0,207.0,82 (316),74 (427),422 (124),20 (293),84 (08:34),16,CrossFit Solid,CrossFit Solid,,,,,0,,,315.26,253.53,485.02,403.45,0,52,82,316,74,427,422,124,20,293,84,514,24309
52,52,24.0,Casper Gammelmark,http://games.crossfit.com/athlete/230757,1,73.62,52 (682),682,0,189.0,200 (304),150 (425),23 (139),201 (268),108 (08:39),16,Fabrikken CrossFit,Fabrikken CrossFit (Slagelse),,,,,,,,,,,,,52,200,304,150,425,23,139,201,268,108,519,230757
53,53,23.0,Nicolas Leblanc,http://games.crossfit.com/athlete/100299,1,68.0,54 (695),695,0,185.0,340 (298),159 (425),87 (130),82 (277),27 (08:10),16,Lusine CrossFit Taschereau,L'usine CrossFit Taschereau,,,,,,,,300.0,245.0,480.0,365.0,,54,340,298,159,425,87,130,82,277,27,490,100299
54,54,37.0,Nuno Costa,http://games.crossfit.com/athlete/29109,1,69.0,55 (697),697,0,175.0,82 (316),279 (423),38 (136),209 (267),89 (08:35),16,Invictus,CrossFit Invictus,,,,,426,,,315.0,230.0,495.0,433.0,70,55,82,316,279,423,38,136,209,267,89,515,29109
55,55,28.0,Steven Fawcett,http://games.crossfit.com/athlete/2559,1,68.11,56 (706),706,0,180.0,16 (327),191 (424),115 (129),184 (269),200 (08:53),16,CrossFit JST,CrossFit JST,,,,,0,,,343.92,264.55,445.33,440.92,65,56,16,327,191,424,115,129,184,269,200,533,2559
56,56,24.0,Sean Sweeney,http://games.crossfit.com/athlete/134617,1,69.0,57 (708),708,0,195.0,115 (312),146 (425),294 (127),26 (291),127 (08:42),16,Powerstroke BuB,CrossFit Powerstroke,,,,,,,,341.0,265.0,530.0,430.0,,57,115,312,146,425,294,127,26,291,127,522,134617
57,57,23.0,Lukas Esslinger,http://games.crossfit.com/athlete/2766,1,71.26,58 (720),720,0,200.0,170 (308),347 (423),26 (138),50 (283),127 (08:42),16,CrossFit Kreis 9,CrossFit Kreis 9,,,,,0,,,1.0,1.0,1.0,1.0,0,58,170,308,347,423,26,138,50,283,127,522,2766
58,58,25.0,James Newbury,http://games.crossfit.com/athlete/16080,1,69.69,59 (741),741,0,191.8,189 (305),43 (428),357 (126),17 (294),135 (08:43),16,Mode Nation,CrossFit Mode,,,,,369,,,319.67,264.55,533.52,440.92,85,59,189,305,43,428,357,126,17,294,135,523,16080
59,59,26.0,Bartlomiej Lipka,http://games.crossfit.com/athlete/179080,1,69.69,60 (749),749,0,183.0,76 (317),358 (423),244 (127),6 (307),65 (08:29),16,CrossFit R99 Family,CrossFit R99,,,,,0,,,330.0,260.0,555.0,445.0,45,60,76,317,358,423,244,127,6,307,65,509,179080
60,60,25.0,Cody Keathley,http://games.crossfit.com/athlete/11845,1,66.0,61 (750),750,0,171.0,103 (313),128 (425),337 (126),78 (278),104 (08:38),16,CrossFit Utility,CrossFit Utility,,,,,360,,,0.0,0.0,0.0,0.0,64,61,103,313,128,425,337,126,78,278,104,518,11845
61,61,24.0,Mark Oliver,http://games.crossfit.com/athlete/775105,1,67.0,62 (761),761,0,175.0,200 (304),292 (423),77 (130),165 (270),27 (08:10),16,CrossFit Ybor,CrossFit Ybor,,,,,,,,,,,,,62,200,304,292,423,77,130,165,270,27,490,775105
62,62,27.0,Andrew Kuechler,http://games.crossfit.com/athlete/499296,1,68.0,63 (763),763,0,180.0,6 (344),126 (425),576 (122),3 (314),52 (08:23),16,Cobra 1,Cobra Command CrossFit,,,,,,,,335.0,255.0,550.0,515.0,,63,6,344,126,425,576,122,3,314,52,503,499296
63,63,30.0,Tyler Armstrong,http://games.crossfit.com/athlete/117704,1,69.0,64 (768),768,0,195.0,66 (318),274 (423),131 (129),193 (268),104 (08:38),16,Champlain Valley CrossFit,Champlain Valley CrossFit,,,,,411,,,315.0,240.0,475.0,435.0,,64,66,318,274,423,131,129,193,268,104,518,117704
64,64,25.0,Ben Smith,http://games.crossfit.com/athlete/43761,1,71.0,65 (795),795,0,195.0,115 (312),1 (430),316 (127),49 (283),314 (09:06),16,,CrossFit Krypton,,,,,520,,,335.0,300.0,540.0,480.0,76,65,115,312,1,430,316,127,49,283,314,546,43761
65,65,22.0,Maxime Roy De Sylva,http://games.crossfit.com/athlete/38681,1,67.0,66 (800),800,0,165.0,76 (317),188 (424),328 (126),197 (268),11 (07:56),16,TEAM CrossFit ADM,CrossFit Adm,,,,,,,,,,,,,66,76,317,188,424,328,126,197,268,11,476,38681
66,66,31.0,Jason Smith,http://games.crossfit.com/athlete/120333,1,72.83,66 (800),800,0,195.0,366 (297),48 (428),87 (130),83 (277),216 (08:55),16,CrossFit Kyalami,CrossFit Kyalami,,,,,436,,,345.0,295.0,550.0,450.0,45,66,366,297,48,428,87,130,83,277,216,535,120333
67,67,28.0,Eric Carmody,http://games.crossfit.com/athlete/28040,1,71.0,68 (807),807,0,195.0,115 (312),144 (425),176 (128),31 (288),341 (09:09),16,Sentinel One,Reebok CrossFit Sentinel,,,,,484,,,340.0,275.0,515.0,500.0,50,68,115,312,144,425,176,128,31,288,341,549,28040
68,68,26.0,Sean Fox,http://games.crossfit.com/athlete/97091,1,68.0,69 (833),833,0,180.0,66 (318),293 (423),9 (141),67 (280),398 (09:15),16,,CrossFit Under Pressure,,,,,425,,,305.0,255.0,455.0,395.0,80,69,66,318,293,423,9,141,67,280,398,555,97091
69,69,26.0,Jason Carroll,http://games.crossfit.com/athlete/501728,1,70.0,70 (852),852,0,185.0,445 (294),136 (425),47 (134),8 (303),216 (08:55),16,LmbrJCKD,LumberYard CrossFit,,,,,,,,315.0,250.0,555.0,440.0,,70,445,294,136,425,47,134,8,303,216,535,501728
70,70,32.0,Dan Bailey,http://games.crossfit.com/athlete/47661,1,67.0,71 (866),866,0,180.0,189 (305),35 (429),15 (140),448 (259),179 (08:51),16,,,,,,,457,,,305.0,265.0,540.0,405.0,0,71,189,305,35,429,15,140,448,259,179,531,47661
71,71,24.0,Allan Dunlap,http://games.crossfit.com/athlete/119182,1,67.0,72 (869),869,0,178.0,507 (292),67 (427),112 (129),175 (269),8 (07:50),16,CrossFit Fort Vancouver,CrossFit Fort Vancouver,,,,,,,,,,,,,72,507,292,67,427,112,129,175,269,8,470,119182
72,72,25.0,Jonas Mueller,http://games.crossfit.com/athlete/22729,1,66.54,73 (875),875,0,171.96,115 (312),280 (423),14 (140),459 (259),7 (07:44),16,Team Turicum,CrossFit Turicum,,,,,442,,,319.67,253.53,507.06,418.88,71,73,115,312,280,423,14,140,459,259,7,464,22729
73,73,24.0,Joshua Pollema,http://games.crossfit.com/athlete/237406,1,69.0,74 (894),894,0,170.0,165 (309),271 (423),41 (136),124 (274),293 (09:03),16,Kinnick,CrossFit Kinnick,,,,,,,,285.0,230.0,485.0,395.0,,74,165,309,271,423,41,136,124,274,293,543,237406
74,74,22.0,Jacob Anderson,http://games.crossfit.com/athlete/155824,1,68.0,75 (904),904,0,190.0,231 (302),175 (425),139 (129),66 (280),293 (09:03),16,CrossFit Boro,CrossFit Boro,,,,,,,,385.0,315.0,545.0,,,75,231,302,175,425,139,129,66,280,293,543,155824
75,75,21.0,Craig Williams,http://games.crossfit.com/athlete/20093,1,69.0,76 (906),906,0,179.0,115 (312),14 (430),170 (128),345 (262),262 (09:00),16,CrossFit Balance,CrossFit Balance,,,,,455,,,315.0,265.0,535.0,435.0,,76,115,312,14,430,170,128,345,262,262,540,20093
76,76,31.0,Marcus Filly,http://games.crossfit.com/athlete/13913,1,70.0,77 (912),912,0,192.0,66 (318),79 (427),592 (122),118 (275),57 (08:25),16,TJs Gym Mill Valley,CrossFit Mill Valley,,,,,,,,355.0,275.0,485.0,455.0,63,77,66,318,79,427,592,122,118,275,57,505,13913
77,77,19.0,Saxon Panchik,http://games.crossfit.com/athlete/310970,1,69.0,78 (927),927,0,175.0,115 (312),150 (425),77 (130),244 (266),341 (09:09),16,CrossFit Mentality,CrossFit Mentality,,,,,0,,,325.0,255.0,450.0,415.0,62,78,115,312,150,425,77,130,244,266,341,549,310970
78,78,27.0,Ruan Duvenage,http://games.crossfit.com/athlete/214252,1,68.9,79 (928),928,0,202.83,161 (310),41 (429),294 (127),200 (268),232 (08:57),16,,CrossFit BrackenGate,,,,,440,,,363.76,286.6,529.11,485.02,60,79,161,310,41,429,294,127,200,268,232,537,214252
79,79,26.0,Joseph Vachon,http://games.crossfit.com/athlete/143331,1,69.0,80 (931),931,0,180.0,221 (303),129 (425),361 (126),185 (269),35 (08:15),16,EverProven CrossFit,Everproven CrossFit,,,,,444,,,315.0,255.0,475.0,405.0,55,80,221,303,129,425,361,126,185,269,35,495,143331
80,80,29.0,Bryan Wong,http://games.crossfit.com/athlete/420503,1,69.0,81 (939),939,0,198.0,633 (289),102 (426),28 (138),102 (275),74 (08:31),16,Haymaker,CrossFit Haymaker,,,,,,,,,,,,,81,633,289,102,426,28,138,102,275,74,511,420503
81,81,28.0,Mark Hutchinson,http://games.crossfit.com/athlete/402035,1,72.0,82 (945),945,0,206.0,76 (317),166 (425),266 (127),71 (279),366 (09:12),16,Team Forging The Warrior,CrossFit Dominus,,,,,429,,,340.0,280.0,520.0,425.0,83,82,76,317,166,425,266,127,71,279,366,552,402035
82,82,27.0,Taylor Domengeaux,http://games.crossfit.com/athlete/14599,1,68.0,83 (967),967,0,185.0,103 (313),351 (423),205 (127),135 (273),173 (08:50),16,,,,,,,0,,,320.0,260.0,500.0,425.0,66,83,103,313,351,423,205,127,135,273,173,530,14599
83,83,29.0,Ryan Fischer,http://games.crossfit.com/athlete/6190,1,65.0,84 (973),973,0,170.0,21 (325),189 (424),127 (129),343 (262),293 (09:03),16,CrossFit Chalk,CrossFit Chalk,,,,,511,,,315.0,280.0,585.0,515.0,80,84,21,325,189,424,127,129,343,262,293,543,6190
84,84,25.0,Sigurður Hafsteinn Jónsson,http://games.crossfit.com/athlete/96791,1,68.9,85 (977),977,0,198.42,82 (316),50 (428),407 (125),199 (268),239 (08:58),16,CFXY,CrossFit XY,,,,,423,,,337.31,275.58,529.11,473.99,,85,82,316,50,428,407,125,199,268,239,538,96791
85,85,23.0,Trevor James,http://games.crossfit.com/athlete/588463,1,74.0,86 (980),980,0,223.0,115 (312),65 (428),509 (123),83 (277),208 (08:54),16,CrossFit Milford Black,CrossFit Milford,,,,,,,,365.0,300.0,550.0,485.0,50,86,115,312,65,428,509,123,83,277,208,534,588463
86,86,23.0,Kirk Gibson,http://games.crossfit.com/athlete/7088,1,69.0,87 (987),987,0,185.0,66 (318),325 (423),254 (127),41 (284),301 (09:04),16,,Smashletics CrossFit,,,,,425,,,355.0,295.0,520.0,455.0,100,87,66,318,325,423,254,127,41,284,301,544,7088
87,87,29.0,James Hobart,http://games.crossfit.com/athlete/4945,1,68.0,88 (989),989,0,185.0,285 (299),27 (430),472 (124),70 (279),135 (08:43),16,CrossFit Mayhem Freedom,CrossFit Mayhem,,,,,432,,,325.0,260.0,485.0,405.0,60,88,285,299,27,430,472,124,70,279,135,523,4945
88,88,26.0,Dominick Maurici,http://games.crossfit.com/athlete/11446,1,67.0,89 (990),990,0,180.0,476 (293),25 (430),165 (128),171 (270),153 (08:46),16,Caution CrossFit,Caution CrossFit,,,,,483,,,335.0,260.0,545.0,475.0,76,89,476,293,25,430,165,128,171,270,153,526,11446
89,89,23.0,Joe Piersanti,http://games.crossfit.com/athlete/251459,1,68.0,89 (990),990,0,189.0,546 (291),101 (426),159 (128),100 (275),84 (08:34),16,OC3 Black,CrossFit OC3,,,,,387,,,350.0,270.0,545.0,500.0,,89,546,291,101,426,159,128,100,275,84,514,251459
90,90,27.0,Bobby Noyce,http://games.crossfit.com/athlete/8385,1,73.0,91 (1003),1003,0,209.0,21 (325),321 (423),51 (134),96 (276),514 (09:24),16,CrossFit 515,CrossFit 515,,,,,503,,,330.0,270.0,575.0,415.0,89,91,21,325,321,423,51,134,96,276,514,564,8385
91,91,29.0,Henry Lopez,http://games.crossfit.com/athlete/8388,1,64.0,92 (1026),1026,0,165.0,633 (289),106 (426),50 (134),90 (276),147 (08:45),16,Team Invictus Unconquerable,CrossFit Invictus Point Loma,,,,,0,,,0.0,0.0,0.0,0.0,0,92,633,289,106,426,50,134,90,276,147,525,8388
92,92,24.0,Dylan Martin,http://games.crossfit.com/athlete/243026,1,69.0,93 (1043),1043,0,190.0,221 (303),284 (423),234 (127),72 (279),232 (08:57),16,,CrossFit The Challenge,,,,,423,,,320.0,255.0,470.0,455.0,60,93,221,303,284,423,234,127,72,279,232,537,243026
93,93,27.0,Aaron Hanna,http://games.crossfit.com/athlete/187257,1,73.0,94 (1060),1060,0,205.0,103 (313),18 (430),820 (119),63 (280),56 (08:24),16,Crossfit Westchase,CrossFit Westchase,,,,,433,,,365.0,280.0,500.0,450.0,,94,103,313,18,430,820,119,63,280,56,504,187257
94,94,27.0,Spencer Hendel,http://games.crossfit.com/athlete/50866,1,74.0,95 (1071),1071,0,215.0,115 (312),62 (428),576 (122),9 (301),309 (09:05),16,,Reebok CrossFit Medfield,,,,,447,,,365.0,305.0,565.0,550.0,62,95,115,312,62,428,576,122,9,301,309,545,50866
95,95,27.0,ZA Anderson,http://games.crossfit.com/athlete/156719,1,74.0,96 (1085),1085,0,225.0,66 (318),52 (428),77 (130),226 (266),664 (09:35),16,CrossFit Pure,CrossFit Pure,,,,,,,,,,,,,96,66,318,52,428,77,130,226,266,664,575,156719
96,96,21.0,Ricky Garard,http://games.crossfit.com/athlete/40955,1,70.47,97 (1104),1104,0,190.0,115 (312),192 (424),407 (125),235 (266),155 (08:47),16,BENTON CrossFit,Bent On CrossFit,,,,,490,,,321.87,242.51,485.02,396.83,63,97,115,312,192,424,407,125,235,266,155,527,40955
97,97,26.0,Will Moorad,http://games.crossfit.com/athlete/35627,1,69.0,98 (1146),1146,0,185.0,189 (305),284 (423),486 (123),79 (278),108 (08:39),16,,CrossFit Rigged,,,,,,,,,260.0,,,,98,189,305,284,423,486,123,79,278,108,519,35627
98,98,19.0,Tommy Vinas,http://games.crossfit.com/athlete/533026,1,71.0,99 (1185),1185,0,200.0,340 (298),72 (427),87 (130),38 (285),648 (09:34),16,Bomb Squad,CrossFit Fury,,,,,,,,365.0,282.0,540.0,475.0,,99,340,298,72,427,87,130,38,285,648,574,533026
99,99,24.0,Dakota Rager,http://games.crossfit.com/athlete/102327,1,64.0,100 (1192),1192,0,169.0,89 (315),295 (423),176 (128),605 (255),27 (08:10),16,CrossFit 808,CrossFit 808,,,,,0,,,310.0,242.0,0.0,415.0,,100,89,315,295,423,176,128,605,255,27,490,102327
100,0,27.0,Santiago Ficcadenti,http://games.crossfit.com/athlete/289047,1,71.26,101 (1200),1200,0,190.0,445 (294),316 (423),234 (127),145 (272),60 (08:27),16,BIGG FRIENDS RELOADED,BIGG CrossFit Palermo Chico,,,,,,,,286.6,231.49,440.92,374.79,72,101,445,294,316,423,234,127,145,272,60,507,289047
101,1,21.0,Nathan Trevillian,http://games.crossfit.com/athlete/3737,1,73.0,102 (1227),1227,0,200.0,115 (312),236 (424),244 (127),234 (266),398 (09:15),16,Team Sua Sponte,CrossFit Sua Sponte West,,,,,0,,,0.0,0.0,0.0,0.0,0,102,115,312,236,424,244,127,234,266,398,555,3737
102,2,26.0,James Kozlakowski,http://games.crossfit.com/athlete/506840,1,70.0,103 (1238),1238,0,205.0,285 (299),656 (345),87 (130),75 (278),135 (08:43),16,CrossFit Virtuosity,CrossFit Virtuosity,,,,,,,,355.0,265.0,600.0,495.0,,103,285,299,656,345,87,130,75,278,135,523,506840
103,3,32.0,Mikko Aronpää,http://games.crossfit.com/athlete/10822,1,70.08,104 (1241),1241,0,202.83,189 (305),236 (424),31 (138),237 (266),548 (09:27),16,,,,,,,0,,,341.72,275.58,535.72,456.36,52,104,189,305,236,424,31,138,237,266,548,567,10822
104,4,28.0,Patrick O'Connell,http://games.crossfit.com/athlete/16196,1,69.0,104 (1241),1241,0,180.0,245 (301),112 (426),67 (131),153 (271),664 (09:35),16,Four Barrel CrossFit East,Four Barrel CrossFit East,,,,,0,,,350.0,265.0,485.0,420.0,46,104,245,301,112,426,67,131,153,271,664,575,16196
