Unnamed: 0,Unnamed: 0.1,Age,Athlete,Athlete_URL,Gender,Height,Finish,Score,Region,Weight,Wk1,Wk2,Wk3,Wk4,Wk5,Year,Team,Affiliate,Fran,Helen,Grace,Filthy_50,Fight_Gone_Bad,Sprint_400,Run_5k,Clean_And_Jerk,Snatch,Deadlift,Back_Squat,Max_Pullups,Place,Wk1_Place,Wk1_Score,Wk2_Place,Wk2_Score,Wk3_Place,Wk3_Score,Wk4_Place,Wk4_Score,Wk5_Place,Wk5_Score,User_ID
1820,20,26.0,Tony Bagala,http://games.crossfit.com/athlete/281019,1,73.0,1821 (13262),13262,0,198.0,2760 (261),3204 (339),2044 (114),1182 (245),4072 (11:18),16,Stone Wall CrossFit,Stone Wall CrossFit,,,,,400,,,340.0,280.0,535.0,410.0,50,1821,2760,261,3204,339,2044,114,1182,245,4072,678,281019
1821,21,24.0,David Mata,http://games.crossfit.com/athlete/408198,1,71.65,1822 (13268),13268,0,182.98,3663 (252),1241 (342),4021 (106),3305 (220),1038 (09:54),16,,Brick CrossFit Santiago de Compostela,,,,,,,,264.55,198.42,440.92,374.79,,1822,3663,252,1241,342,4021,106,3305,220,1038,594,408198
1822,22,29.0,chase Gentilhomme,http://games.crossfit.com/athlete/232726,1,70.0,1823 (13269),13269,0,215.0,4344 (247),1687 (341),472 (124),2987 (223),3779 (11:12),16,Stay Classy CrossFit,Stay Classy CrossFit,,,,,,,,275.0,225.0,525.0,435.0,50,1823,4344,247,1687,341,472,124,2987,223,3779,672,232726
1823,23,22.0,Bryan Ford,http://games.crossfit.com/athlete/159802,1,,1824 (13271),13271,0,193.0,2869 (260),988 (343),5894 (103),1986 (235),1534 (10:15),16,CrossFit Xtra Mile,CrossFit Xtra Mile,,,,,,,,,,,,,1824,2869,260,988,343,5894,103,1986,235,1534,615,159802
1824,24,41.0,Jason Uberuaga,http://games.crossfit.com/athlete/33149,1,71.0,1825 (13282),13282,0,206.0,2869 (260),2229 (340),3070 (110),3376 (219),1738 (10:22),16,Spokane Valley,CrossFit Spokane Valley,,,,,471,,,315.0,260.0,475.0,405.0,45,1825,2869,260,2229,340,3070,110,3376,219,1738,622,33149
1825,25,30.0,Ian Murphy,http://games.crossfit.com/athlete/4084,1,72.0,1826 (13286),13286,0,217.0,1057 (278),2082 (340),1521 (115),3532 (218),5094 (11:36),16,Team CrownTown,CrossFit CrownTown,,,,,,,,315.0,275.0,445.0,355.0,,1826,1057,278,2082,340,1521,115,3532,218,5094,696,4084
1826,26,30.0,Matt Kinback,http://games.crossfit.com/athlete/164895,1,72.0,1827 (13290),13290,0,187.0,2271 (265),2856 (339),4484 (105),3191 (220),488 (09:22),16,Team TAS,TAS CrossFit,,,,,,,,,,,,,1827,2271,265,2856,339,4484,105,3191,220,488,562,164895
1827,27,28.0,JR Kremer,http://games.crossfit.com/athlete/28898,1,70.0,1828 (13293),13293,0,190.0,2158 (266),1666 (341),2810 (111),1285 (244),5374 (11:40),16,CrossFit Paradox,CrossFit Paradox,,,,,,,,305.0,230.0,475.0,405.0,,1828,2158,266,1666,341,2810,111,1285,244,5374,700,28898
1828,28,24.0,Chris Thompson,http://games.crossfit.com/athlete/311830,1,,1829 (13294),13294,0,195.0,4201 (248),1438 (342),2444 (113),595 (255),4616 (11:28),16,CrossFit ARK,CrossFit Ark,,,,,414,,,300.0,230.0,485.0,455.0,,1829,4201,248,1438,342,2444,113,595,255,4616,688,311830
1829,29,30.0,David Motisi,http://games.crossfit.com/athlete/99883,1,68.0,1830 (13301),13301,0,174.0,2869 (260),2449 (339),4073 (106),1068 (247),2842 (10:51),16,CrossFit West Essex,CrossFit West Essex,,,,,360,,,275.0,215.0,425.0,335.0,34,1830,2869,260,2449,339,4073,106,1068,247,2842,651,99883
1830,30,24.0,Giulio Rosini,http://games.crossfit.com/athlete/258378,1,,1831 (13316),13316,0,,996 (280),3608 (263),2989 (110),4489 (213),1234 (10:02),16,11k Sistema,11k CrossFit,,,,,,,,,,,,,1831,996,280,3608,263,2989,110,4489,213,1234,602,258378
1831,31,23.0,Christian Becker,http://games.crossfit.com/athlete/97771,1,74.0,1832 (13317),13317,0,183.0,3663 (252),2113 (340),3095 (110),1910 (236),2536 (10:44),16,Crossfit  Krypton,CrossFit Krypton,,,,,387,,,305.0,250.0,425.0,385.0,50,1832,3663,252,2113,340,3095,110,1910,236,2536,644,97771
1832,32,31.0,Jesse Stanley,http://games.crossfit.com/athlete/9968,1,69.0,1833 (13330),13330,0,190.0,1057 (278),6134 (259),566 (122),2516 (229),3057 (10:56),16,CrossFit South-Central MA,CrossFit South Central Mass,,,,,405,,,265.0,225.0,405.0,315.0,53,1833,1057,278,6134,259,566,122,2516,229,3057,656,9968
1833,33,30.0,Chris Mundt,http://games.crossfit.com/athlete/86182,1,72.0,1834 (13334),13334,0,205.0,2058 (267),2679 (339),2431 (113),1875 (236),4291 (11:22),16,Unshackled,CrossFit Unshackled,,,,,420,,,295.0,245.0,445.0,405.0,45,1834,2058,267,2679,339,2431,113,1875,236,4291,682,86182
1834,34,35.0,Daniel Lunney,http://games.crossfit.com/athlete/29129,1,70.0,1835 (13364),13364,0,204.0,1240 (275),2135 (340),6750 (102),1988 (235),1251 (10:03),16,CrossFit 413,CrossFit 413,,,,,,,,305.0,245.0,415.0,395.0,,1835,1240,275,2135,340,6750,102,1988,235,1251,603,29129
1835,35,22.0,Fredrik Thornes,http://games.crossfit.com/athlete/56140,1,67.72,1836 (13369),13369,0,170.0,755 (286),2824 (339),1927 (114),5201 (211),2662 (10:47),16,CrossFit Åsane,CrossFit Asane,,,,,,,,242.51,202.83,385.81,385.81,70,1836,755,286,2824,339,1927,114,5201,211,2662,647,56140
1836,36,27.0,Jeremy Briggs,http://games.crossfit.com/athlete/448838,1,72.0,1836 (13369),13369,0,169.76,3436 (256),3130 (339),2956 (110),1896 (236),1951 (10:29),16,Skyline CrossFit,Skyline CrossFit,,,,,,,,1.0,1.0,1.0,1.0,1,1836,3436,256,3130,339,2956,110,1896,236,1951,629,448838
1837,37,28.0,Zack Smith,http://games.crossfit.com/athlete/267024,1,70.0,1838 (13371),13371,0,185.0,4344 (247),3910 (262),2172 (114),1806 (237),1139 (09:58),16,CrossFit 413,CrossFit 413,,,,,1,,,265.0,220.0,440.0,380.0,,1838,4344,247,3910,262,2172,114,1806,237,1139,598,267024
1838,38,34.0,Jake Dickerson,http://games.crossfit.com/athlete/5836,1,69.0,1839 (13372),13372,0,155.0,2449 (264),842 (344),6017 (103),1772 (238),2292 (10:38),16,,CrossFit Utah Valley,,,,,417,,,315.0,258.0,455.0,415.0,60,1839,2449,264,842,344,6017,103,1772,238,2292,638,5836
1839,39,28.0,Ben Moore,http://games.crossfit.com/athlete/87629,1,72.0,1840 (13377),13377,0,199.0,4078 (249),1343 (342),3681 (108),1259 (244),3016 (10:55),16,CrossFit Gulch,CrossFit Gulch,,,,,384,,,295.0,235.0,475.0,405.0,60,1840,4078,249,1343,342,3681,108,1259,244,3016,655,87629
1840,40,29.0,Gavin Birkett,http://games.crossfit.com/athlete/222820,1,,1841 (13381),13381,0,213.0,1949 (268),1964 (340),3799 (107),1319 (243),4350 (11:23),16,The Athlete Centre,CrossFit TAC,,,,,,,,,,,,,1841,1949,268,1964,340,3799,107,1319,243,4350,683,222820
1841,41,28.0,Alex Wagner,http://games.crossfit.com/athlete/141587,1,69.0,1842 (13385),13385,0,195.0,1949 (268),1635 (341),2198 (114),3738 (217),3865 (11:14),16,,CrossFit Big Fish,,,,,316,,,320.0,250.0,515.0,425.0,36,1842,1949,268,1635,341,2198,114,3738,217,3865,674,141587
1842,42,29.0,Michael gore,http://games.crossfit.com/athlete/31361,1,72.0,1843 (13399),13399,0,193.0,2532 (263),1726 (341),5682 (103),1508 (241),1951 (10:29),16,Ruination CrossFit,Ruination CrossFit,,,,,0,,,325.0,260.0,465.0,410.0,48,1843,2532,263,1726,341,5682,103,1508,241,1951,629,31361
1843,43,32.0,Blake Bastian,http://games.crossfit.com/athlete/46857,1,68.0,1844 (13418),13418,0,205.0,3584 (253),1798 (341),1172 (116),4283 (214),2581 (10:45),16,Rockwell Crossfit,Rockwell CrossFit,,,,,0,,,370.0,295.0,525.0,525.0,50,1844,3584,253,1798,341,1172,116,4283,214,2581,645,46857
1844,44,34.0,Filip Trojovsky,http://games.crossfit.com/athlete/267835,1,70.87,1845 (13430),13430,0,205.0,4344 (247),1356 (342),2044 (114),1672 (239),4014 (11:17),16,CrossFit Destiny S14 CZ,CrossFit Destiny,,,,,,,,352.74,275.58,462.97,440.92,,1845,4344,247,1356,342,2044,114,1672,239,4014,677,267835
1845,45,24.0,emmanuel del castillo,http://games.crossfit.com/athlete/46303,1,66.0,1846 (13447),13447,0,190.0,2158 (266),2502 (339),1645 (115),5437 (210),1705 (10:21),16,,Unaffiliated,,,,,,,,315.0,230.0,505.0,450.0,53,1846,2158,266,2502,339,1645,115,5437,210,1705,621,46303
1846,46,26.0,Scott Gillespie,http://games.crossfit.com/athlete/119080,1,70.0,1847 (13453),13453,0,175.0,89 (315),4419 (261),1164 (116),5643 (209),2138 (10:34),16,Cobra 1,Cobra Command CrossFit,,,,,380,,,255.0,200.0,435.0,335.0,48,1847,89,315,4419,261,1164,116,5643,209,2138,634,119080
1847,47,40.0,Justin Dickson,http://games.crossfit.com/athlete/25193,1,70.0,1848 (13454),13454,0,180.0,3663 (252),4061 (262),1239 (116),2353 (231),2138 (10:34),16,Salt Lake City CrossFit,SLC CrossFit East,,,,,394,,,300.0,245.0,500.0,415.0,69,1848,3663,252,4061,262,1239,116,2353,231,2138,634,25193
1848,48,25.0,Jack Moseley,http://games.crossfit.com/athlete/33726,1,,1849 (13481),13481,0,193.0,3877 (251),3151 (339),1408 (115),1134 (246),3911 (11:15),16,Team Creature,CrossFit Creature,,,,,0,,,0.0,0.0,0.0,0.0,0,1849,3877,251,3151,339,1408,115,1134,246,3911,675,33726
1849,49,25.0,Toni Koivula,http://games.crossfit.com/athlete/155298,1,,1850 (13485),13485,0,,3341 (258),3733 (263),2380 (113),1157 (246),2874 (10:52),16,Reebok CrossFit Turku,Reebok CrossFit Turku,,,,,,,,,,,,,1850,3341,258,3733,263,2380,113,1157,246,2874,652,155298
1850,50,25.0,Cory Spelman,http://games.crossfit.com/athlete/277350,1,,1851 (13490),13490,0,190.0,1860 (269),2601 (339),4353 (105),4262 (214),414 (09:16),16,CrossFit Grandview,CrossFit Grandview,,,,,,,,,,,,,1851,1860,269,2601,339,4353,105,4262,214,414,556,277350
1851,51,24.0,Rok Dernikovic,http://games.crossfit.com/athlete/167749,1,67.32,1852 (13492),13492,0,176.37,755 (286),2432 (339),2773 (111),7105 (205),427 (09:17),16,,,,,,,,,,,,,,,1852,755,286,2432,339,2773,111,7105,205,427,557,167749
1852,52,19.0,Christoph Büeler,http://games.crossfit.com/athlete/476633,1,72.83,1853 (13496),13496,0,194.0,2651 (262),1545 (341),3415 (109),5262 (210),623 (09:32),16,,CrossFit Zug,,,,,,,,275.58,242.51,462.97,374.79,,1853,2651,262,1545,341,3415,109,5262,210,623,572,476633
1853,53,38.0,Beni Bachmann,http://games.crossfit.com/athlete/2131,1,69.69,1854 (13500),13500,0,170.0,4344 (247),2795 (339),1269 (116),1373 (243),3719 (11:11),16,Team Turicum,CrossFit Turicum,,,,,361,,,268.96,209.44,407.85,319.67,74,1854,4344,247,2795,339,1269,116,1373,243,3719,671,2131
1854,54,27.0,Anthony DiFrancesco,http://games.crossfit.com/athlete/188985,1,73.0,1855 (13504),13504,0,198.0,2760 (261),870 (344),1966 (114),2534 (229),5374 (11:40),16,CrossFit Willow,CrossFit Willow,,,,,,,,370.0,315.0,525.0,435.0,45,1855,2760,261,870,344,1966,114,2534,229,5374,700,188985
1855,55,27.0,Nick Cowart,http://games.crossfit.com/athlete/7461,1,72.0,1856 (13507),13507,0,190.0,719 (287),3872 (262),2044 (114),6100 (208),772 (09:41),16,New Era CF,New Era CrossFit,,,,,,,,308.65,255.74,425.0,355.0,,1856,719,287,3872,262,2044,114,6100,208,772,581,7461
1856,56,27.0,Matt Grimm,http://games.crossfit.com/athlete/30970,1,74.0,1857 (13508),13508,0,221.0,2532 (263),2029 (340),7469 (101),643 (254),835 (09:45),16,,,,,,,420,,,330.0,270.0,533.0,474.0,49,1857,2532,263,2029,340,7469,101,643,254,835,585,30970
1857,57,37.0,Alex O'Bryan,http://games.crossfit.com/athlete/10134,1,72.0,1858 (13512),13512,0,220.0,2271 (265),1785 (341),5020 (104),990 (248),3446 (11:05),16,CrossFit Barbell Battalion,CrossFit Barbell Battalion,,,,,421,,,350.0,280.0,520.0,430.0,49,1858,2271,265,1785,341,5020,104,990,248,3446,665,10134
1858,58,30.0,Blake Sewell,http://games.crossfit.com/athlete/38402,1,72.0,1859 (13516),13516,0,225.0,2869 (260),2296 (340),417 (125),5902 (208),2032 (10:31),16,Rx Pro Shop,CrossFit Oceana,,,,,496,,,340.0,275.0,635.0,500.0,61,1859,2869,260,2296,340,417,125,5902,208,2032,631,38402
1859,59,33.0,Julian Drescher,http://games.crossfit.com/athlete/587847,1,,1860 (13526),13526,0,200.0,2532 (263),2381 (339),2589 (112),1288 (244),4736 (11:30),16,myleo CrossFit,Myleo CrossFit,,,,,,,,,,,,,1860,2532,263,2381,339,2589,112,1288,244,4736,690,587847
1860,60,25.0,Michael Olivas,http://games.crossfit.com/athlete/106725,1,67.0,1860 (13526),13526,0,175.0,2271 (265),1484 (341),3013 (110),3974 (216),2784 (10:50),16,CrossFit Moxie,CrossFit Moxie,,,,,,,,300.0,235.0,430.0,405.0,60,1860,2271,265,1484,341,3013,110,3974,216,2784,650,106725
1861,61,30.0,Nick Brown,http://games.crossfit.com/athlete/298028,1,,1862 (13528),13528,0,210.0,5281 (244),1235 (342),456 (124),3682 (217),2874 (10:52),16,CROSSFIT MISFITS,CrossFit MisFits,,,,,,,,,,,,,1862,5281,244,1235,342,456,124,3682,217,2874,652,298028
1862,62,23.0,Taylor Yaffee,http://games.crossfit.com/athlete/18866,1,71.0,1863 (13554),13554,0,195.0,1772 (270),1387 (342),983 (117),3211 (220),6201 (11:52),16,,CrossFit Arc,,,,,0,,,310.0,250.0,500.0,405.0,50,1863,1772,270,1387,342,983,117,3211,220,6201,712,18866
1863,63,28.0,joshua bednorz,http://games.crossfit.com/athlete/130206,1,60.0,1864 (13556),13556,0,190.0,2651 (262),2733 (339),920 (118),756 (252),6496 (11:56),16,Backcountry Black,Backcountry CrossFit,,,,,,,,275.0,245.0,470.0,405.0,,1864,2651,262,2733,339,920,118,756,252,6496,716,130206
1864,64,35.0,Matthieu Montes,http://games.crossfit.com/athlete/18524,1,69.69,1865 (13581),13581,0,,4344 (247),1915 (340),3918 (107),1232 (245),2172 (10:35),16,,CrossFit Da Vinci,,,,,,,,,,,,,1865,4344,247,1915,340,3918,107,1232,245,2172,635,18524
1865,65,30.0,Valentyn Lytvynchuk,http://games.crossfit.com/athlete/427108,1,,1866 (13584),13584,0,,2271 (265),3103 (339),1386 (116),3424 (219),3400 (11:04),16,Grand Team,Grand CrossFit,,,,,,,,,,,,,1866,2271,265,3103,339,1386,116,3424,219,3400,664,427108
1866,66,20.0,Braeden Stubblefield,http://games.crossfit.com/athlete/175226,1,,1867 (13610),13610,0,174.0,5281 (244),3459 (296),3985 (107),337 (263),548 (09:27),16,Team En Fuego,CrossFit En Fuego,,,,,,,,,,,,,1867,5281,244,3459,296,3985,107,337,263,548,567,175226
1867,67,22.0,Race Southworth,http://games.crossfit.com/athlete/234444,1,68.0,1868 (13612),13612,0,192.0,2869 (260),1075 (343),8810 (101),131 (274),727 (09:39),16,Falcon CrossFit,Falcon CrossFit,,,,,,,,300.0,240.0,505.0,425.0,50,1868,2869,260,1075,343,8810,101,131,274,727,579,234444
1868,68,27.0,Phil Semenza,http://games.crossfit.com/athlete/438039,1,71.0,1869 (13621),13621,0,220.0,3436 (256),801 (344),2251 (114),6606 (206),527 (09:25),16,DK CrossFit,DK CrossFit,,,,,,,,,,,,,1869,3436,256,801,344,2251,114,6606,206,527,565,438039
1869,69,25.0,Ronnie Minervini,http://games.crossfit.com/athlete/239232,1,70.0,1870 (13625),13625,0,185.0,1372 (273),3011 (339),2444 (113),1557 (241),5241 (11:38),16,Be Crossfit,Be CrossFit,,,,,393,,,305.0,275.0,455.0,365.0,,1870,1372,273,3011,339,2444,113,1557,241,5241,698,239232
1870,70,29.0,Carlos Fuentes Requelme,http://games.crossfit.com/athlete/282880,1,65.75,1871 (13635),13635,0,185.0,4201 (248),4048 (262),2658 (112),1941 (236),787 (09:42),16,CrossFit Amatsu,CrossFit Amatsu,,,,,,,,335.0,260.0,500.0,500.0,30,1871,4201,248,4048,262,2658,112,1941,236,787,582,282880
1871,71,28.0,Michael Calhoun,http://games.crossfit.com/athlete/2662,1,68.0,1872 (13645),13645,0,194.0,1187 (276),1087 (343),3491 (108),3749 (217),4131 (11:19),16,,,,,,,386,,,335.0,265.0,465.0,475.0,45,1872,1187,276,1087,343,3491,108,3749,217,4131,679,2662
1872,72,34.0,John Petroff,http://games.crossfit.com/athlete/37576,1,70.0,1873 (13653),13653,0,172.0,2651 (262),4579 (261),395 (125),1463 (242),4565 (11:27),16,ZooTown CrossFit,ZooTown CrossFit,,,,,,,,265.0,205.0,518.0,375.0,62,1873,2651,262,4579,261,395,125,1463,242,4565,687,37576
1873,73,34.0,Ben Morgan,http://games.crossfit.com/athlete/23735,1,73.0,1874 (13654),13654,0,195.0,3663 (252),1418 (342),1777 (114),1997 (235),4799 (11:31),16,Kitsap CrossFit,Kitsap CrossFit,,,,,,,,285.0,235.0,465.0,365.0,51,1874,3663,252,1418,342,1777,114,1997,235,4799,691,23735
1874,74,39.0,Brian Prochaska,http://games.crossfit.com/athlete/25619,1,68.0,1875 (13658),13658,0,170.0,2532 (263),3240 (339),618 (122),1369 (243),5899 (11:48),16,CrossFit Augusta,CrossFit Augusta,,,,,386,,,285.0,235.0,465.0,415.0,67,1875,2532,263,3240,339,618,122,1369,243,5899,708,25619
1875,75,37.0,Paul Smith,http://games.crossfit.com/athlete/47413,1,68.0,1876 (13676),13676,0,200.0,2158 (266),527 (346),1207 (116),5873 (208),3911 (11:15),16,Crossfit Parallax,CrossFit Parallax,,,,,0,,,345.0,275.0,535.0,500.0,62,1876,2158,266,527,346,1207,116,5873,208,3911,675,47413
1876,76,30.0,Aurélien Gros,http://games.crossfit.com/athlete/120217,1,70.87,1877 (13684),13684,0,189.6,3663 (252),1681 (341),1059 (117),1302 (243),5979 (11:49),16,Team CrossFit GaliléÔ,CrossFit Galileo,,,,,,,,275.58,238.1,496.04,374.79,52,1877,3663,252,1681,341,1059,117,1302,243,5979,709,120217
1877,77,30.0,Joey Peres,http://games.crossfit.com/athlete/159698,1,71.0,1878 (13686),13686,0,202.0,4344 (247),3561 (263),1207 (116),3124 (221),1450 (10:12),16,TheLAB - Eastlake CrossFit,CrossFit Eastlake,,,,,,,,291.0,242.0,440.0,365.0,,1878,4344,247,3561,263,1207,116,3124,221,1450,612,159698
1878,78,31.0,philip craig,http://games.crossfit.com/athlete/28120,1,67.0,1879 (13693),13693,0,185.0,1372 (273),3204 (339),2222 (114),2445 (230),4450 (11:25),16,,CrossFit Hoka Hey,,,,,,,,,,510.0,485.0,35,1879,1372,273,3204,339,2222,114,2445,230,4450,685,28120
1879,79,28.0,Ken Battiston,http://games.crossfit.com/athlete/11303,1,72.0,1880 (13703),13703,0,209.0,1860 (269),3312 (339),1304 (116),1913 (236),5314 (11:39),16,CrossFit SkyFall,CrossFit SkyFall,,,,,404,,,385.0,305.0,550.0,505.0,50,1880,1860,269,3312,339,1304,116,1913,236,5314,699,11303
1880,80,30.0,Joey Konieczny,http://games.crossfit.com/athlete/17037,1,,1881 (13710),13710,0,185.0,2271 (265),1411 (342),2956 (110),4746 (212),2326 (10:39),16,CrossFit Terminus,CrossFit Terminus,,,,,,,,,,,,,1881,2271,265,1411,342,2956,110,4746,212,2326,639,17037
1881,81,20.0,Keanu Redongo,http://games.crossfit.com/athlete/234630,1,65.0,1882 (13711),13711,0,158.0,7476 (234),1283 (342),1015 (117),616 (255),3321 (11:02),16,Crossfit Ergo,CrossFit Ergo,,,,,383,,,315.0,245.0,455.0,355.0,57,1882,7476,234,1283,342,1015,117,616,255,3321,662,234630
1882,82,27.0,Alex Howard,http://games.crossfit.com/athlete/68692,1,68.0,1883 (13712),13712,0,188.0,5886 (241),1520 (341),2444 (113),1281 (244),2581 (10:45),16,Physics CrossFit,Physics CrossFit,,,,,345,,,305.0,250.0,515.0,405.0,35,1883,5886,241,1520,341,2444,113,1281,244,2581,645,68692
1883,83,31.0,Cary Hair,http://games.crossfit.com/athlete/88,1,72.0,1884 (13717),13717,0,191.0,3663 (252),4225 (262),1147 (116),2323 (231),2359 (10:40),16,CrossFit Santa Cruz,CrossFit Santa Cruz,,,,,407,,,315.0,265.0,518.0,455.0,54,1884,3663,252,4225,262,1147,116,2323,231,2359,640,88
1884,84,35.0,Josue Burgos,http://games.crossfit.com/athlete/312865,1,70.0,1885 (13724),13724,0,198.0,1682 (271),3425 (319),1843 (114),2392 (231),4382 (11:24),16,Muscle Farmers,CrossFit Muscle Farm,,,,,,,,310.0,235.0,535.0,460.0,,1885,1682,271,3425,319,1843,114,2392,231,4382,684,312865
1885,85,28.0,Joshua Piatt,http://games.crossfit.com/athlete/142751,1,71.0,1886 (13747),13747,0,199.0,5675 (242),1405 (342),2773 (111),1756 (238),2138 (10:34),16,,Second Alarm CrossFit,,,,,,,,365.0,290.0,525.0,435.0,,1886,5675,242,1405,342,2773,111,1756,238,2138,634,142751
1886,86,34.0,Robert Lawson,http://games.crossfit.com/athlete/39627,1,,1887 (13767),13767,0,187.0,1294 (274),5894 (260),3154 (110),1630 (240),1795 (10:24),16,CrossFit Aberdeen,CrossFit Aberdeen,,,,,,,,,,,,,1887,1294,274,5894,260,3154,110,1630,240,1795,624,39627
1887,87,30.0,Derek Nelson,http://games.crossfit.com/athlete/168207,1,,1888 (13772),13772,0,180.0,1057 (278),9755 (256),327 (127),682 (253),1951 (10:29),16,CrossFit Complete,CrossFit Complete,,,,,,,,,,,,,1888,1057,278,9755,256,327,127,682,253,1951,629,168207
1888,88,27.0,Jeff Rickert,http://games.crossfit.com/athlete/425862,1,70.0,1889 (13777),13777,0,185.0,261 (300),2606 (339),6894 (102),3352 (219),664 (09:35),16,Crossfit Broad Ripple,CrossFit Broad Ripple,,,,,,,,225.0,185.0,405.0,315.0,35,1889,261,300,2606,339,6894,102,3352,219,664,575,425862
1889,89,22.0,Jacob Buffa,http://games.crossfit.com/athlete/267100,1,70.0,1889 (13777),13777,0,175.0,1372 (273),3636 (263),3070 (110),2160 (233),3539 (11:07),16,,Unaffiliated,,,,,,,,,,,,,1889,1372,273,3636,263,3070,110,2160,233,3539,667,267100
1890,90,26.0,Chris Gugino,http://games.crossfit.com/athlete/92719,1,67.0,1891 (13779),13779,0,155.0,719 (287),1508 (341),6453 (102),4277 (214),822 (09:44),16,,CrossFit Variance,,,,,,,,0.0,0.0,0.0,0.0,50,1891,719,287,1508,341,6453,102,4277,214,822,584,92719
1891,91,26.0,Andy O'Neill,http://games.crossfit.com/athlete/148300,1,74.0,1892 (13811),13811,0,185.0,2449 (264),3218 (339),3284 (109),1414 (242),3446 (11:05),16,CrossFit HYPE,CrossFit Hype,,,,,,,,290.0,215.0,475.0,350.0,61,1892,2449,264,3218,339,3284,109,1414,242,3446,665,148300
1892,92,23.0,JefF Miller,http://games.crossfit.com/athlete/147486,1,67.0,1893 (13816),13816,0,167.0,5465 (243),959 (343),1282 (116),3613 (218),2497 (10:43),16,Scioto Surfers,CrossFit Scioto,,,,,385,,,285.0,225.0,475.0,405.0,,1893,5465,243,959,343,1282,116,3613,218,2497,643,147486
1893,93,23.0,will loughman,http://games.crossfit.com/athlete/82202,1,70.87,1894 (13825),13825,0,209.44,1372 (273),1241 (342),3799 (107),5879 (208),1534 (10:15),16,,CrossFit Hereford,,,,,,,,319.67,242.51,551.15,440.92,,1894,1372,273,1241,342,3799,107,5879,208,1534,615,82202
1894,94,30.0,James Doherty,http://games.crossfit.com/athlete/348961,1,,1895 (13826),13826,0,185.0,2869 (260),2207 (340),2198 (114),5437 (210),1115 (09:57),16,Crossfit Sprag,CrossFit Sprag,,,,,,,,,,,,,1895,2869,260,2207,340,2198,114,5437,210,1115,597,348961
1895,95,30.0,Nicholas Vandenbeld,http://games.crossfit.com/athlete/268676,1,66.93,1896 (13828),13828,0,195.0,2869 (260),1681 (341),3154 (110),5086 (211),1038 (09:54),16,Iron Regime CrossFit,Iron Regime CrossFit,,,,,,,,305.0,240.0,515.0,500.0,,1896,2869,260,1681,341,3154,110,5086,211,1038,594,268676
1896,96,34.0,Steve Walters,http://games.crossfit.com/athlete/10888,1,,1897 (13829),13829,0,,2271 (265),1230 (342),3543 (108),4710 (212),2075 (10:32),16,CrossFit HardCore,CrossFit HardCore,,,,,,,,,,,,,1897,2271,265,1230,342,3543,108,4710,212,2075,632,10888
1897,97,30.0,Philipp Woehrle,http://games.crossfit.com/athlete/135457,1,71.65,1898 (13833),13833,0,180.0,4078 (249),552 (345),6534 (102),2271 (232),398 (09:15),16,,CrossFit Vienna The Loft,,,,,,,,341.72,286.6,496.04,440.92,,1898,4078,249,552,345,6534,102,2271,232,398,555,135457
1898,98,34.0,Aaron Zanchi,http://games.crossfit.com/athlete/4880,1,69.0,1899 (13839),13839,0,178.0,2760 (261),4611 (261),1239 (116),3695 (217),1534 (10:15),16,CrossFit Wingman,CrossFit Wingman,,,,,453,,,315.0,235.0,500.0,425.0,56,1899,2760,261,4611,261,1239,116,3695,217,1534,615,4880
1899,99,31.0,Georgios Grigoriou,http://games.crossfit.com/athlete/434518,1,70.87,1900 (13852),13852,0,195.0,3584 (253),2990 (339),1239 (116),3867 (216),2172 (10:35),16,,CrossFit Geraklion OTB,,,,,,,,,,,,0,1900,3584,253,2990,339,1239,116,3867,216,2172,635,434518
