Unnamed: 0,Unnamed: 0.1,Age,Athlete,Athlete_URL,Gender,Height,Finish,Score,Region,Weight,Wk1,Wk2,Wk3,Wk4,Wk5,Year,Team,Affiliate,Fran,Helen,Grace,Filthy_50,Fight_Gone_Bad,Sprint_400,Run_5k,Clean_And_Jerk,Snatch,Deadlift,Back_Squat,Max_Pullups,Place,Wk1_Place,Wk1_Score,Wk2_Place,Wk2_Score,Wk3_Place,Wk3_Score,Wk4_Place,Wk4_Score,Wk5_Place,Wk5_Score,User_ID,Reg_Finish,Reg_Place,Reg_Score,Reg_Wk1_Finish,Reg_Wk1_Place,Reg_Wk2_Finish,Reg_Wk2_Place,Reg_Wk3_Finish,Reg_Wk3_Place,Reg_Wk4_Finish,Reg_Wk4_Place,Regional,Regional_Name,Region_Name,Reg_Cutoff,Reg_Actual,Reg_Auto_Qualify,Reg_Actual_Qualify,Status,Status_Code
1081,81,24.0,Colby Thomason,http://games.crossfit.com/athlete/697133,1,,1082 (8536),8536,10,,1860 (269),2316 (340),1269 (116),2414 (230),677 (09:36),16,Koda CrossFit,Koda CrossFit,,,,,,,,,,,,,1082,1860,269,2316,340,1269,116,2414,230,677,576,697133,90 (752),90,752,157 (269),157,157 (269),157,157 (269),157,157 (269),157,3,Central,North Central,20,21,0,0,Out,0
1082,82,24.0,Seth Matlock,http://games.crossfit.com/athlete/42174,1,72.0,1083 (8540),8540,10,185.0,672 (288),1366 (342),1059 (117),1532 (241),3911 (11:15),16,CrossFit 417,CrossFit 417,142.0,,115.0,,,52.0,,315.0,255.0,445.0,435.0,60.0,1083,672,288,1366,342,1059,117,1532,241,3911,675,42174,97 (784),97,784,68 (288),68,68 (288),68,68 (288),68,68 (288),68,3,Central,North Central,20,21,0,0,Out,0
1083,83,31.0,Dustin Virgil,http://games.crossfit.com/athlete/19602,1,72.0,1084 (8546),8546,16,195.0,1860 (269),1270 (342),1589 (115),905 (249),2922 (10:53),16,ACF STRONG,Atascadero CrossFit,,,,,,,,,,,,,1084,1860,269,1270,342,1589,115,905,249,2922,653,19602,71 (502),71,502,105 (269),105,105 (269),105,105 (269),105,105 (269),105,2,California,SoCal,20,24,0,0,Out,0
1084,84,26.0,Ryan Starkey,http://games.crossfit.com/athlete/304006,1,70.0,1085 (8581),8581,4,212.0,4344 (247),679 (345),1897 (114),239 (266),1422 (10:11),16,Crossfit Bowmanville,CrossFit Bowmanville,145.0,,105.0,,,61.0,,355.0,285.0,530.0,505.0,60.0,1085,4344,247,679,345,1897,114,239,266,1422,611,304006,51 (409),51,409,194 (247),194,194 (247),194,194 (247),194,194 (247),194,4,East,Canada East,20,24,0,0,Out,0
1085,85,20.0,Ryan Reeves,http://games.crossfit.com/athlete/315419,1,72.0,1086 (8587),8587,9,205.0,2760 (261),497 (346),1468 (115),846 (250),3016 (10:55),16,CrossFit Midlo,CrossFit Midlo,135.0,516.0,118.0,953.0,,71.0,,335.0,290.0,500.0,450.0,32.0,1086,2760,261,497,346,1468,115,846,250,3016,655,315419,69 (598),69,598,206 (261),206,206 (261),206,206 (261),206,206 (261),206,1,Atlantic,Mid Atlantic,20,22,0,0,Out,0
1086,86,29.0,Aaron Martin,http://games.crossfit.com/athlete/101611,1,72.0,1087 (8599),8599,6,195.0,1187 (276),2223 (340),3095 (110),644 (254),1450 (10:12),16,CrossFit Vector United,CrossFit Vector,158.0,,121.0,983.0,407.0,,1068.0,325.0,255.0,505.0,435.0,30.0,1087,1187,276,2223,340,3095,110,644,254,1450,612,101611,69 (557),69,557,85 (276),85,85 (276),85,85 (276),85,85 (276),85,3,Central,Central East,20,27,0,0,Out,0
1087,87,30.0,Vincent Lipsey,http://games.crossfit.com/athlete/482308,1,,1088 (8601),8601,11,161.0,2869 (260),500 (346),2568 (112),1549 (241),1115 (09:57),16,Crossfit Parallax,CrossFit Parallax,,,,,,,,,,,,,1088,2869,260,500,346,2568,112,1549,241,1115,597,482308,110 (813),110,813,263 (260),263,263 (260),263,263 (260),263,263 (260),263,4,East,North East,20,20,0,0,Out,0
1088,88,27.0,Gregg Martino,http://games.crossfit.com/athlete/99848,1,,1089 (8603),8603,11,,2158 (266),1212 (342),2568 (112),1503 (241),1162 (09:59),16,ONE Nation,CrossFit ONE Nation,,,,,,,,,,,,,1089,2158,266,1212,342,2568,112,1503,241,1162,599,99848,111 (819),111,819,208 (266),208,208 (266),208,208 (266),208,208 (266),208,4,East,North East,20,20,0,0,Out,0
1089,89,27.0,Zachary Kramer,http://games.crossfit.com/athlete/130407,1,74.0,1090 (8606),8606,6,205.0,719 (287),1368 (342),1254 (116),2063 (234),3202 (10:59),16,,Scruffy City CrossFit,,,,,,,,,,,,,1090,719,287,1368,342,1254,116,2063,234,3202,659,130407,69 (557),69,557,51 (287),51,51 (287),51,51 (287),51,51 (287),51,3,Central,Central East,20,27,0,0,Out,0
1090,90,29.0,Cole Holman,http://games.crossfit.com/athlete/59860,1,72.0,1091 (8610),8610,13,205.0,1294 (274),1906 (340),2790 (111),1222 (245),1398 (10:10),16,CF Dūrātus,CrossFit Duratus,270.0,,,,,72.0,,270.0,200.0,405.0,345.0,,1091,1294,274,1906,340,2790,111,1222,245,1398,610,59860,46 (352),46,352,46 (274),46,46 (274),46,46 (274),46,46 (274),46,8,West,North West,20,25,0,0,Out,0
1091,91,25.0,Yonatan Restrepo,http://games.crossfit.com/athlete/556716,1,,1092 (8618),8618,8,149.0,2058 (267),1705 (341),2453 (113),1240 (245),1162 (09:59),16,Colombia,Fuerza CrossFit,,,,,,,,,,,,,1092,2058,267,1705,341,2453,113,1240,245,1162,599,556716,28 (276),28,276,59 (267),59,59 (267),59,59 (267),59,59 (267),59,7,South,LatAm,10,14,0,0,Out,0
1092,92,29.0,Jordan Behler,http://games.crossfit.com/athlete/89457,1,72.0,1093 (8623),8623,11,195.0,1057 (278),352 (423),145 (129),1828 (237),5241 (11:38),16,Visium CrossFit,Visium CrossFit,,,,,0.0,,,355.0,280.0,0.0,0.0,0.0,1093,1057,278,352,423,145,129,1828,237,5241,698,89457,109 (805),109,805,112 (278),112,112 (278),112,112 (278),112,112 (278),112,4,East,North East,20,20,0,0,Out,0
1093,93,34.0,Sam Joraslafsky,http://games.crossfit.com/athlete/20073,1,75.2,1093 (8623),8623,3,229.28,755 (286),1069 (343),2716 (111),2051 (234),2032 (10:31),16,CrossFit Loaded,CrossFit Loaded,180.0,448.0,103.0,1129.0,429.0,60.0,1170.0,319.67,253.53,551.15,396.83,40.0,1093,755,286,1069,343,2716,111,2051,234,2032,631,20073,82 (559),82,559,53 (286),53,53 (286),53,53 (286),53,53 (286),53,6,Pacific,Australia,30,31,0,0,Out,0
1094,94,27.0,Nolan Gouveia,http://games.crossfit.com/athlete/723305,1,70.0,1095 (8624),8624,16,195.0,476 (293),1562 (341),2122 (114),392 (261),4072 (11:18),16,,CrossFit Kindle,,,,,,,,295.0,245.0,495.0,415.0,,1095,476,293,1562,341,2122,114,392,261,4072,678,723305,72 (504),72,504,28 (293),28,28 (293),28,28 (293),28,28 (293),28,2,California,SoCal,20,24,0,0,Out,0
1095,95,32.0,Coltt Valentine,http://games.crossfit.com/athlete/119376,1,66.0,1096 (8625),8625,17,155.0,2869 (260),2179 (340),1483 (115),249 (266),1845 (10:26),16,CrossFit Hyperion,CrossFit Hyperion,,,,,,,,245.0,220.0,425.0,405.0,,1096,2869,260,2179,340,1483,115,249,266,1845,626,119376,33 (325),33,325,103 (260),103,103 (260),103,103 (260),103,103 (260),103,7,South,South West,20,24,0,0,Out,0
1096,96,24.0,Matias Friz,http://games.crossfit.com/athlete/500010,1,69.0,1097 (8630),8630,12,170.0,1772 (270),2456 (339),805 (119),2147 (233),1450 (10:12),16,San Francisco CrossFit,San Francisco CrossFit,157.0,,,,,,,265.0,205.0,,,,1097,1772,270,2456,339,805,119,2147,233,1450,612,500010,48 (383),48,383,77 (270),77,77 (270),77,77 (270),77,77 (270),77,2,California,NorCal,20,28,0,0,Out,0
1097,97,21.0,Todd Smith,http://games.crossfit.com/athlete/252903,1,,1098 (8631),8631,15,193.0,975 (281),3436 (313),2810 (111),422 (260),988 (09:52),16,Team Soul,CrossFit Soul Miami,,,,,,,,,,,,,1098,975,281,3436,313,2810,111,422,260,988,592,252903,105 (745),105,745,72 (281),72,72 (281),72,72 (281),72,72 (281),72,1,Atlantic,South East,20,26,0,0,Out,0
1098,98,29.0,Nathan Goldhardt,http://games.crossfit.com/athlete/2012,1,71.0,1098 (8631),8631,17,190.0,672 (288),1075 (343),2347 (113),2692 (227),1845 (10:26),16,TEKTON,Tekton CrossFit,131.0,409.0,97.0,880.0,498.0,57.0,1048.0,305.0,255.0,515.0,415.0,78.0,1098,672,288,1075,343,2347,113,2692,227,1845,626,2012,32 (324),32,324,15 (288),15,15 (288),15,15 (288),15,15 (288),15,7,South,South West,20,24,0,0,Out,0
1099,99,20.0,Owen Bernstein,http://games.crossfit.com/athlete/117785,1,68.0,1100 (8634),8634,11,178.0,1617 (272),220 (424),212 (127),5908 (208),677 (09:36),16,Team Back Bay,Reebok CrossFit Back Bay,,,,,,72.0,,300.0,245.0,485.0,420.0,,1100,1617,272,220,424,212,127,5908,208,677,576,117785,101 (757),101,757,156 (272),156,156 (272),156,156 (272),156,156 (272),156,4,East,North East,20,20,0,0,Out,0
1100,0,29.0,Ryan Poroznik,http://games.crossfit.com/athlete/99504,1,70.0,1101 (8663),8663,4,185.0,1187 (276),561 (345),4073 (106),1504 (241),1338 (10:07),16,Tidal Crossfit North,Tidal CrossFit North,200.0,,114.0,,,,,325.0,245.0,475.0,435.0,,1101,1187,276,561,345,4073,106,1504,241,1338,607,99504,57 (428),57,428,58 (276),58,58 (276),58,58 (276),58,58 (276),58,4,East,Canada East,20,24,0,0,Out,0
1101,1,37.0,Jacob Rule,http://games.crossfit.com/athlete/287418,1,69.0,1102 (8671),8671,13,185.0,2449 (264),1543 (341),2144 (114),1341 (243),1194 (10:00),16,CrossFit Reflexion,CrossFit Reflexion,,,,,,,,,,,,,1102,2449,264,1543,341,2144,114,1341,243,1194,600,287418,51 (365),51,365,103 (264),103,103 (264),103,103 (264),103,103 (264),103,8,West,North West,20,25,0,0,Out,0
1102,2,22.0,Connor Nellans,http://games.crossfit.com/athlete/160128,1,,1103 (8676),8676,10,194.0,672 (288),3182 (339),488 (123),3525 (218),809 (09:43),16,,CrossFit Connex,,,,,,,,,,,,,1103,672,288,3182,339,488,123,3525,218,809,583,160128,98 (787),98,787,68 (288),68,68 (288),68,68 (288),68,68 (288),68,3,Central,North Central,20,21,0,0,Out,0
1103,3,29.0,Robert Flanagan,http://games.crossfit.com/athlete/233937,1,,1104 (8678),8678,7,205.0,2158 (266),2577 (339),592 (122),1179 (245),2172 (10:35),16,8020 Black,CrossFit 8020,,,,,,,,,,,,,1104,2158,266,2577,339,592,122,1179,245,2172,635,233937,140 (1236),140,1236,374 (266),374,374 (266),374,374 (266),374,374 (266),374,5,Meridian,Europe,30,32,0,0,Out,0
1104,4,26.0,Maxim Bouchard,http://games.crossfit.com/athlete/129680,1,68.0,1105 (8694),8694,4,190.0,1949 (268),2137 (340),2044 (114),1967 (235),597 (09:30),16,CrossFit 2342,CrossFit 2342,,,,,,,,,,,,,1105,1949,268,2137,340,2044,114,1967,235,597,570,129680,60 (434),60,434,92 (268),92,92 (268),92,92 (268),92,92 (268),92,4,East,Canada East,20,24,0,0,Out,0
1105,5,26.0,Joshua Marshall,http://games.crossfit.com/athlete/132540,1,72.0,1106 (8701),8701,16,180.0,755 (286),1888 (340),1015 (117),534 (256),4509 (11:26),16,Invictus Point Loma,CrossFit Invictus Point Loma,,,,,,,,,,,,,1106,755,286,1888,340,1015,117,534,256,4509,686,132540,69 (498),69,498,47 (286),47,47 (286),47,47 (286),47,47 (286),47,2,California,SoCal,20,24,0,0,Out,0
1106,6,26.0,John GARCIA,http://games.crossfit.com/athlete/224355,1,66.0,1107 (8715),8715,12,165.0,4344 (247),1276 (342),1334 (116),363 (262),1398 (10:10),16,,CrossFit Old County,149.0,,110.0,,,68.0,1346.0,290.0,200.0,460.0,380.0,55.0,1107,4344,247,1276,342,1334,116,363,262,1398,610,224355,53 (394),53,394,192 (247),192,192 (247),192,192 (247),192,192 (247),192,2,California,NorCal,20,28,0,0,Out,0
1107,7,23.0,Tyler Cummings,http://games.crossfit.com/athlete/98582,1,73.0,1107 (8715),8715,12,210.0,1682 (271),906 (344),2834 (111),419 (260),2874 (10:52),16,CrossFit CSA,CrossFit CSA,155.0,,,,,,,360.0,285.0,500.0,475.0,,1107,1682,271,906,344,2834,111,419,260,2874,652,98582,55 (398),55,398,75 (271),75,75 (271),75,75 (271),75,75 (271),75,2,California,NorCal,20,28,0,0,Out,0
1108,8,23.0,Adam Leaney,http://games.crossfit.com/athlete/186801,1,72.44,1109 (8718),8718,3,205.03,1294 (274),1216 (342),1521 (115),4289 (214),398 (09:15),16,,CrossFit Fallen,,,,,,,,,,,,,1109,1294,274,1216,342,1521,115,4289,214,398,555,186801,85 (570),85,570,88 (274),88,88 (274),88,88 (274),88,88 (274),88,6,Pacific,Australia,30,31,0,0,Out,0
1109,9,33.0,Scott Hutchison,http://games.crossfit.com/athlete/39537,1,69.29,1110 (8727),8727,3,180.0,1772 (270),1298 (342),222 (127),457 (259),4978 (11:34),16,BTS CrossFit,BTS CrossFit,139.0,454.0,98.0,,0.0,62.0,1184.0,313.06,246.92,551.15,462.97,67.0,1110,1772,270,1298,342,222,127,457,259,4978,694,39537,88 (589),88,589,116 (270),116,116 (270),116,116 (270),116,116 (270),116,6,Pacific,Australia,30,31,0,0,Out,0
1110,10,29.0,Adam Swarsen,http://games.crossfit.com/athlete/253623,1,69.0,1110 (8727),8727,11,189.0,2869 (260),245 (424),1059 (117),3516 (218),1038 (09:54),16,,Cow Harbor CrossFit,248.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,1110,2869,260,245,424,1059,117,3516,218,1038,594,253623,107 (798),107,798,263 (260),263,263 (260),263,263 (260),263,263 (260),263,4,East,North East,20,20,0,0,Out,0
1111,11,26.0,Nathan Benavides,http://games.crossfit.com/athlete/176249,1,65.0,1112 (8740),8740,14,153.0,1617 (272),2559 (339),525 (123),1867 (237),2172 (10:35),16,OCF Black,Odessa Black CrossFit,142.0,508.0,,,,,,280.0,225.0,405.0,405.0,,1112,1617,272,2559,339,525,123,1867,237,2172,635,176249,82 (640),82,640,119 (272),119,119 (272),119,119 (272),119,119 (272),119,7,South,South Central,20,25,0,0,Out,0
1112,12,41.0,Jeffrey Prejean,http://games.crossfit.com/athlete/4310,1,74.0,1113 (8741),8741,14,205.0,2449 (264),988 (343),1627 (115),2588 (228),1089 (09:56),16,CrossFit SouthBank,CrossFit South Bank,175.0,467.0,98.0,1178.0,418.0,58.0,1087.0,292.0,220.0,500.0,390.0,40.0,1113,2449,264,988,343,1627,115,2588,228,1089,596,4310,86 (659),86,659,180 (264),180,180 (264),180,180 (264),180,180 (264),180,7,South,South Central,20,25,0,0,Out,0
1113,13,28.0,Matt Lodin,http://games.crossfit.com/athlete/18418,1,69.0,1114 (8749),8749,16,180.0,2869 (260),1562 (341),1436 (115),1612 (240),1270 (10:04),16,CrossFit 760,CrossFit 760 C,,,,,0.0,,,315.0,240.0,485.0,425.0,50.0,1114,2869,260,1562,341,1436,115,1612,240,1270,604,18418,75 (524),75,524,162 (260),162,162 (260),162,162 (260),162,162 (260),162,2,California,SoCal,20,24,0,0,Out,0
1114,14,28.0,Brandon Berry,http://games.crossfit.com/athlete/275814,1,69.0,1115 (8756),8756,9,180.0,2271 (265),2585 (339),743 (120),2169 (233),988 (09:52),16,,CrossFit North Reston,,,,,,,,,,,,,1115,2271,265,2585,339,743,120,2169,233,988,592,275814,75 (635),75,635,174 (265),174,174 (265),174,174 (265),174,174 (265),174,1,Atlantic,Mid Atlantic,20,22,0,0,Out,0
1115,15,30.0,Matthew Forwood,http://games.crossfit.com/athlete/22990,1,69.29,1116 (8778),8778,3,187.0,3303 (259),2254 (340),1254 (116),655 (254),1312 (10:06),16,CrossFit Athletic,CrossFit Athletic,144.0,,,,,68.0,1196.0,315.26,244.71,513.68,429.9,,1116,3303,259,2254,340,1254,116,655,254,1312,606,22990,81 (556),81,556,204 (259),204,204 (259),204,204 (259),204,204 (259),204,6,Pacific,Australia,30,31,0,0,Out,0
1116,16,20.0,Ben Middleton,http://games.crossfit.com/athlete/176756,1,,1117 (8785),8785,3,185.0,1372 (273),1310 (342),1927 (114),1334 (243),2842 (10:51),16,Team Instinct,Thorndon CrossFit,,,,,,,,,,,,,1117,1372,273,1310,342,1927,114,1334,243,2842,651,176756,83 (565),83,565,91 (273),91,91 (273),91,91 (273),91,91 (273),91,6,Pacific,Australia,30,31,0,0,Out,0
1117,17,28.0,Ruben Rodriguez,http://games.crossfit.com/athlete/787819,1,71.0,1118 (8792),8792,12,198.0,1240 (275),2765 (339),970 (117),2524 (229),1293 (10:05),16,,Certus CrossFit,,,,,,,,345.0,265.0,515.0,415.0,,1118,1240,275,2765,339,970,117,2524,229,1293,605,787819,48 (383),48,383,54 (275),54,54 (275),54,54 (275),54,54 (275),54,2,California,NorCal,20,28,0,0,Out,0
1118,18,29.0,Renaud Belisle,http://games.crossfit.com/athlete/108253,1,69.0,1119 (8802),8802,4,220.0,2158 (266),1261 (342),2623 (112),774 (251),1986 (10:30),16,Option Crossfit,Option CrossFit,135.0,,,,,,,325.0,255.0,530.0,425.0,51.0,1119,2158,266,1261,342,2623,112,774,251,1986,630,108253,63 (451),63,451,104 (266),104,104 (266),104,104 (266),104,104 (266),104,4,East,Canada East,20,24,0,0,Out,0
1119,19,20.0,Jacob Wallis,http://games.crossfit.com/athlete/274727,1,73.0,1120 (8810),8810,6,180.0,633 (289),2559 (339),2366 (113),1881 (236),1371 (10:09),16,CrossFit Murfreesboro,CrossFit Murfreesboro,168.0,427.0,108.0,,536.0,49.0,1113.0,315.0,260.0,475.0,375.0,72.0,1120,633,289,2559,339,2366,113,1881,236,1371,609,274727,71 (559),71,559,43 (289),43,43 (289),43,43 (289),43,43 (289),43,3,Central,Central East,20,27,0,0,Out,0
1120,20,28.0,Maxime Beland,http://games.crossfit.com/athlete/85670,1,68.9,1121 (8812),8812,4,188.0,1057 (278),1225 (342),415 (125),3193 (220),2922 (10:53),16,STADD CrossFit,STADD CrossFit,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,1121,1057,278,1225,342,415,125,3193,220,2922,653,85670,65 (458),65,458,49 (278),49,49 (278),49,49 (278),49,49 (278),49,4,East,Canada East,20,24,0,0,Out,0
