,Unnamed: 0,Unnamed: 0.1,Athlete,Athlete_URL,Games_Finish,Year,Games_Score,Games_Place,Division,Event_#,Event_ID,Event_Place,Event_Points,Event_Raw_Score,Event_Score
431,17,17,Gabe Subry,http://games.crossfit.com/athlete/8496,18 (604),2012,604.0,18,1,10,2012_10,28,31.0,305.04 lb,305.04
432,18,18,Chase Daniels,http://games.crossfit.com/athlete/9241,19 (531),2012,531.0,19,1,10,2012_10,36,21.0,285.00 lb,285.00
433,19,19,Neal Maddox,http://games.crossfit.com/athlete/24156,20 (527),2012,527.0,20,1,10,2012_10,1,100.0,365.01 lb,365.01
434,20,20,Aja Barto,http://games.crossfit.com/athlete/36154,21 (519),2012,519.0,21,1,10,2012_10,7,73.0,345.05 lb,345.05
435,21,21,Chris Spealler,http://games.crossfit.com/athlete/27065,22 (495),2012,495.0,22,1,10,2012_10,38,19.0,275.04 lb,275.04
436,22,22,Jon Pera,http://games.crossfit.com/athlete/31660,23 (495),2012,495.0,23,1,10,2012_10,16,55.0,325.06 lb,325.06
437,23,23,Númi S. Katrínarson,http://games.crossfit.com/athlete/11391,24 (471),2012,471.0,24,1,10,2012_10,44,13.0,255.01 lb,255.01
438,24,24,Albert-Dominic Larouche,http://games.crossfit.com/athlete/49510,25 (421),2012,421.0,25,1,10,2012_10,26,35.0,305.08 lb,305.08
439,25,25,Justin Allen,http://games.crossfit.com/athlete/1819,26 (397),2012,397.0,26,1,10,2012_10,19,49.0,325.04 lb,325.04
440,26,26,Joey Warren,http://games.crossfit.com/athlete/11644,27 (396),2012,396.0,27,1,10,2012_10,38,19.0,275.04 lb,275.04
441,27,27,Phillip Kniep,http://games.crossfit.com/athlete/11826,28 (394),2012,394.0,28,1,10,2012_10,10,67.0,335.06 lb,335.06
442,28,28,Guido Trinidad,http://games.crossfit.com/athlete/30180,29 (383),2012,383.0,29,1,10,2012_10,31,26.0,305.02 lb,305.02
443,29,29,Frederik Aegidius,http://games.crossfit.com/athlete/18543,30 (382),2012,382.0,30,1,10,2012_10,23,41.0,315.06 lb,315.06
444,30,30,Jeremy Kinnick,http://games.crossfit.com/athlete/35012,31 (382),2012,382.0,31,1,10,2012_10,41,16.0,275.01 lb,275.01
445,31,31,Mikko Aronpää,http://games.crossfit.com/athlete/10822,32 (374),2012,374.0,32,1,10,2012_10,29,29.0,305.03 lb,305.03
446,32,32,Daniel Hershey,http://games.crossfit.com/athlete/2615,33 (357),2012,357.0,33,1,10,2012_10,37,20.0,275.05 lb,275.05
447,33,33,Austin Stack,http://games.crossfit.com/athlete/31873,34 (353),2012,353.0,34,1,10,2012_10,19,49.0,325.04 lb,325.04
448,34,34,Rob Forte,http://games.crossfit.com/athlete/7285,35 (345),2012,345.0,35,1,10,2012_10,40,17.0,275.02 lb,275.02
449,35,35,David Levey,http://games.crossfit.com/athlete/8743,36 (323),2012,323.0,36,1,10,2012_10,42,15.0,265.04 lb,265.04
450,36,36,Kevin Simons,http://games.crossfit.com/athlete/42206,37 (297),2012,297.0,37,1,10,2012_10,13,61.0,335.04 lb,335.04
451,37,37,Jason Hoggan,http://games.crossfit.com/athlete/5718,38 (284),2012,284.0,38,1,10,2012_10,32,25.0,295.07 lb,295.07
452,38,38,Matthew Lefave,http://games.crossfit.com/athlete/18006,39 (257),2012,257.0,39,1,10,2012_10,24,39.0,315.00 lb,315.00
453,39,39,Jeremy Meredith,http://games.crossfit.com/athlete/5296,40 (247),2012,247.0,40,1,10,2012_10,14,59.0,335.00 lb,335.00
454,40,40,Brandon Swan,http://games.crossfit.com/athlete/7314,41 (242),2012,242.0,41,1,10,2012_10,34,23.0,295.04 lb,295.04
455,41,41,Brandon Phillips,http://games.crossfit.com/athlete/8067,42 (233),2012,233.0,42,1,10,2012_10,24,39.0,315.00 lb,315.00
456,42,42,Bryan Diaz,http://games.crossfit.com/athlete/20717,43 (199),2012,199.0,43,1,10,2012_10,29,29.0,305.03 lb,305.03
457,43,43,Yurii Hanson,http://games.crossfit.com/athlete/24538,44 (192),2012,192.0,44,1,10,2012_10,43,14.0,265.03 lb,265.03
458,44,44,Brian Quinlan,http://games.crossfit.com/athlete/3008,45 (166),2012,166.0,45,1,10,2012_10,44,13.0,255.01 lb,255.01
459,45,45,Orlando Trejo,http://games.crossfit.com/athlete/42803,46 (),2012,,46,1,10,2012_10,WD,,nan,
460,0,0,Rich Froning,http://games.crossfit.com/athlete/11435,1 (1089),2012,1089.0,1,1,11,2012_11,1,100.0,00:07:06,426.0
461,1,1,Matt Chan,http://games.crossfit.com/athlete/17703,2 (975),2012,975.0,2,1,11,2012_11,3,90.0,00:07:24,444.0
462,2,2,Kyle Kasperbauer,http://games.crossfit.com/athlete/25569,3 (930),2012,930.0,3,1,11,2012_11,23,41.0,00:09:52,592.0
463,3,3,Scott Panchik,http://games.crossfit.com/athlete/34796,4 (892),2012,892.0,4,1,11,2012_11,5,80.0,00:07:51.200,471.2
464,4,4,Jason Khalipa,http://games.crossfit.com/athlete/12485,5 (885),2012,885.0,5,1,11,2012_11,2,95.0,00:07:22.100,442.1
465,5,5,Dan Bailey,http://games.crossfit.com/athlete/47661,6 (860),2012,860.0,6,1,11,2012_11,6,75.0,00:08:19.500,499.5
466,6,6,Marcus Hendren,http://games.crossfit.com/athlete/16421,7 (846),2012,846.0,7,1,11,2012_11,8,71.0,00:08:46.600,526.6
467,7,7,Austin Malleolo,http://games.crossfit.com/athlete/10169,8 (840),2012,840.0,8,1,11,2012_11,11,65.0,00:09:18.600,558.6
468,8,8,Chad Mackay,http://games.crossfit.com/athlete/51041,9 (829),2012,829.0,9,1,11,2012_11,28,31.0,00:10:20,620.0
469,9,9,Graham Holmberg,http://games.crossfit.com/athlete/11451,10 (813),2012,813.0,10,1,11,2012_11,21,45.0,00:09:45.200,585.2
470,10,10,Ben Smith,http://games.crossfit.com/athlete/43761,11 (808),2012,808.0,11,1,11,2012_11,4,85.0,00:07:37.400,457.4
471,11,11,Nate Schrader,http://games.crossfit.com/athlete/53314,12 (801),2012,801.0,12,1,11,2012_11,26,35.0,00:10:04.200,604.2
472,12,12,Spencer Hendel,http://games.crossfit.com/athlete/50866,13 (735),2012,735.0,13,1,11,2012_11,7,73.0,00:08:24,504.0
473,13,13,Daniel Tyminski,http://games.crossfit.com/athlete/5284,14 (701),2012,701.0,14,1,11,2012_11,13,61.0,00:09:21,561.0
474,14,14,Lucas Parker,http://games.crossfit.com/athlete/38209,15 (685),2012,685.0,15,1,11,2012_11,12,63.0,00:09:20.400,560.4
475,15,15,Patrick Burke,http://games.crossfit.com/athlete/15617,16 (608),2012,608.0,16,1,11,2012_11,24,39.0,00:09:54,594.0
476,16,16,Kenneth Leverich,http://games.crossfit.com/athlete/21343,17 (604),2012,604.0,17,1,11,2012_11,22,43.0,00:09:50.300,590.3
477,17,17,Gabe Subry,http://games.crossfit.com/athlete/8496,18 (604),2012,604.0,18,1,11,2012_11,29,29.0,00:10:27,627.0
478,18,18,Chase Daniels,http://games.crossfit.com/athlete/9241,19 (531),2012,531.0,19,1,11,2012_11,30,27.0,00:10:34.900,634.9
479,19,19,Neal Maddox,http://games.crossfit.com/athlete/24156,20 (527),2012,527.0,20,1,11,2012_11,18,51.0,00:09:38.100,578.1
480,20,20,Aja Barto,http://games.crossfit.com/athlete/36154,21 (519),2012,519.0,21,1,11,2012_11,15,57.0,00:09:28.100,568.1
481,21,21,Chris Spealler,http://games.crossfit.com/athlete/27065,22 (495),2012,495.0,22,1,11,2012_11,25,37.0,00:09:59,599.0
482,22,22,Jon Pera,http://games.crossfit.com/athlete/31660,23 (495),2012,495.0,23,1,11,2012_11,18,51.0,00:09:38.100,578.1
483,23,23,Númi S. Katrínarson,http://games.crossfit.com/athlete/11391,24 (471),2012,471.0,24,1,11,2012_11,35,22.0,00:12:09.700,729.7
484,24,24,Albert-Dominic Larouche,http://games.crossfit.com/athlete/49510,25 (421),2012,421.0,25,1,11,2012_11,20,47.0,00:09:45,585.0
485,25,25,Justin Allen,http://games.crossfit.com/athlete/1819,26 (397),2012,397.0,26,1,11,2012_11,17,53.0,00:09:37,577.0
486,26,26,Joey Warren,http://games.crossfit.com/athlete/11644,27 (396),2012,396.0,27,1,11,2012_11,16,55.0,00:09:36,576.0
487,27,27,Phillip Kniep,http://games.crossfit.com/athlete/11826,28 (394),2012,394.0,28,1,11,2012_11,9,69.0,00:09:08.200,548.2
488,28,28,Guido Trinidad,http://games.crossfit.com/athlete/30180,29 (383),2012,383.0,29,1,11,2012_11,14,59.0,00:09:25.100,565.1
489,29,29,Frederik Aegidius,http://games.crossfit.com/athlete/18543,30 (382),2012,382.0,30,1,11,2012_11,9,69.0,00:09:08.200,548.2
490,30,30,Jeremy Kinnick,http://games.crossfit.com/athlete/35012,31 (382),2012,382.0,31,1,11,2012_11,31,26.0,00:10:45.300,645.3
491,31,31,Mikko Aronpää,http://games.crossfit.com/athlete/10822,32 (374),2012,374.0,32,1,11,2012_11,27,33.0,00:10:07.200,607.2
492,32,32,Daniel Hershey,http://games.crossfit.com/athlete/2615,33 (357),2012,357.0,33,1,11,2012_11,34,23.0,00:11:51.400,711.4
493,33,33,Austin Stack,http://games.crossfit.com/athlete/31873,34 (353),2012,353.0,34,1,11,2012_11,33,24.0,00:11:22.600,682.6
494,34,34,Rob Forte,http://games.crossfit.com/athlete/7285,35 (345),2012,345.0,35,1,11,2012_11,32,25.0,00:10:58.800,658.8
495,35,35,David Levey,http://games.crossfit.com/athlete/8743,36 (323),2012,323.0,36,1,11,2012_11,36,21.0,00:13:07.900,787.9
496,36,36,Kevin Simons,http://games.crossfit.com/athlete/42206,37 (297),2012,297.0,37,1,11,2012_11,CUT,,nan,
497,37,37,Jason Hoggan,http://games.crossfit.com/athlete/5718,38 (284),2012,284.0,38,1,11,2012_11,CUT,,nan,
498,38,38,Matthew Lefave,http://games.crossfit.com/athlete/18006,39 (257),2012,257.0,39,1,11,2012_11,CUT,,nan,
499,39,39,Jeremy Meredith,http://games.crossfit.com/athlete/5296,40 (247),2012,247.0,40,1,11,2012_11,CUT,,nan,
500,40,40,Brandon Swan,http://games.crossfit.com/athlete/7314,41 (242),2012,242.0,41,1,11,2012_11,CUT,,nan,
501,41,41,Brandon Phillips,http://games.crossfit.com/athlete/8067,42 (233),2012,233.0,42,1,11,2012_11,CUT,,nan,
502,42,42,Bryan Diaz,http://games.crossfit.com/athlete/20717,43 (199),2012,199.0,43,1,11,2012_11,CUT,,nan,
503,43,43,Yurii Hanson,http://games.crossfit.com/athlete/24538,44 (192),2012,192.0,44,1,11,2012_11,CUT,,nan,
504,44,44,Brian Quinlan,http://games.crossfit.com/athlete/3008,45 (166),2012,166.0,45,1,11,2012_11,CUT,,nan,
505,45,45,Orlando Trejo,http://games.crossfit.com/athlete/42803,46 (),2012,,46,1,11,2012_11,WD,,nan,
506,0,0,Rich Froning,http://games.crossfit.com/athlete/11435,1 (1089),2012,1089.0,1,1,12,2012_12,9,69.0,00:03:07,187.0
507,1,1,Matt Chan,http://games.crossfit.com/athlete/17703,2 (975),2012,975.0,2,1,12,2012_12,8,71.0,00:03:03.300,183.3
508,2,2,Kyle Kasperbauer,http://games.crossfit.com/athlete/25569,3 (930),2012,930.0,3,1,12,2012_12,1,100.0,00:02:51.200,171.2
509,3,3,Scott Panchik,http://games.crossfit.com/athlete/34796,4 (892),2012,892.0,4,1,12,2012_12,7,73.0,00:03:01,181.0
510,4,4,Jason Khalipa,http://games.crossfit.com/athlete/12485,5 (885),2012,885.0,5,1,12,2012_12,14,59.0,00:03:20,200.0
511,5,5,Dan Bailey,http://games.crossfit.com/athlete/47661,6 (860),2012,860.0,6,1,12,2012_12,15,57.0,00:03:28,208.0
512,6,6,Marcus Hendren,http://games.crossfit.com/athlete/16421,7 (846),2012,846.0,7,1,12,2012_12,2,95.0,00:02:55.500,175.5
513,7,7,Austin Malleolo,http://games.crossfit.com/athlete/10169,8 (840),2012,840.0,8,1,12,2012_12,6,75.0,00:02:58.800,178.8
514,8,8,Chad Mackay,http://games.crossfit.com/athlete/51041,9 (829),2012,829.0,9,1,12,2012_12,4,85.0,00:02:57.500,177.5
515,9,9,Graham Holmberg,http://games.crossfit.com/athlete/11451,10 (813),2012,813.0,10,1,12,2012_12,24,39.0,00:04:09,249.0
516,10,10,Ben Smith,http://games.crossfit.com/athlete/43761,11 (808),2012,808.0,11,1,12,2012_12,10,67.0,00:03:09.300,189.3
517,11,11,Nate Schrader,http://games.crossfit.com/athlete/53314,12 (801),2012,801.0,12,1,12,2012_12,3,90.0,00:02:56,176.0
518,12,12,Spencer Hendel,http://games.crossfit.com/athlete/50866,13 (735),2012,735.0,13,1,12,2012_12,17,53.0,00:03:37.300,217.3
519,13,13,Daniel Tyminski,http://games.crossfit.com/athlete/5284,14 (701),2012,701.0,14,1,12,2012_12,18,51.0,00:03:40,220.0
520,14,14,Lucas Parker,http://games.crossfit.com/athlete/38209,15 (685),2012,685.0,15,1,12,2012_12,5,80.0,00:02:58.500,178.5
521,15,15,Patrick Burke,http://games.crossfit.com/athlete/15617,16 (608),2012,608.0,16,1,12,2012_12,20,47.0,00:03:46,226.0
522,16,16,Kenneth Leverich,http://games.crossfit.com/athlete/21343,17 (604),2012,604.0,17,1,12,2012_12,22,43.0,00:03:52,232.0
523,17,17,Gabe Subry,http://games.crossfit.com/athlete/8496,18 (604),2012,604.0,18,1,12,2012_12,16,55.0,00:03:29.500,209.5
524,18,18,Chase Daniels,http://games.crossfit.com/athlete/9241,19 (531),2012,531.0,19,1,12,2012_12,12,63.0,00:03:12.300,192.3
525,19,19,Neal Maddox,http://games.crossfit.com/athlete/24156,20 (527),2012,527.0,20,1,12,2012_12,19,49.0,00:03:40.100,220.1
526,20,20,Aja Barto,http://games.crossfit.com/athlete/36154,21 (519),2012,519.0,21,1,12,2012_12,11,65.0,00:03:09.800,189.8
527,21,21,Chris Spealler,http://games.crossfit.com/athlete/27065,22 (495),2012,495.0,22,1,12,2012_12,13,61.0,00:03:16,196.0
528,22,22,Jon Pera,http://games.crossfit.com/athlete/31660,23 (495),2012,495.0,23,1,12,2012_12,23,41.0,00:03:57,237.0
529,23,23,Númi S. Katrínarson,http://games.crossfit.com/athlete/11391,24 (471),2012,471.0,24,1,12,2012_12,21,45.0,00:03:47.500,227.5
530,24,24,Albert-Dominic Larouche,http://games.crossfit.com/athlete/49510,25 (421),2012,421.0,25,1,12,2012_12,CUT,,nan,
531,25,25,Justin Allen,http://games.crossfit.com/athlete/1819,26 (397),2012,397.0,26,1,12,2012_12,CUT,,nan,
532,26,26,Joey Warren,http://games.crossfit.com/athlete/11644,27 (396),2012,396.0,27,1,12,2012_12,CUT,,nan,
533,27,27,Phillip Kniep,http://games.crossfit.com/athlete/11826,28 (394),2012,394.0,28,1,12,2012_12,CUT,,nan,
534,28,28,Guido Trinidad,http://games.crossfit.com/athlete/30180,29 (383),2012,383.0,29,1,12,2012_12,CUT,,nan,
535,29,29,Frederik Aegidius,http://games.crossfit.com/athlete/18543,30 (382),2012,382.0,30,1,12,2012_12,CUT,,nan,
536,30,30,Jeremy Kinnick,http://games.crossfit.com/athlete/35012,31 (382),2012,382.0,31,1,12,2012_12,CUT,,nan,
537,31,31,Mikko Aronpää,http://games.crossfit.com/athlete/10822,32 (374),2012,374.0,32,1,12,2012_12,CUT,,nan,
538,32,32,Daniel Hershey,http://games.crossfit.com/athlete/2615,33 (357),2012,357.0,33,1,12,2012_12,CUT,,nan,
539,33,33,Austin Stack,http://games.crossfit.com/athlete/31873,34 (353),2012,353.0,34,1,12,2012_12,CUT,,nan,
540,34,34,Rob Forte,http://games.crossfit.com/athlete/7285,35 (345),2012,345.0,35,1,12,2012_12,CUT,,nan,
541,35,35,David Levey,http://games.crossfit.com/athlete/8743,36 (323),2012,323.0,36,1,12,2012_12,CUT,,nan,
542,36,36,Kevin Simons,http://games.crossfit.com/athlete/42206,37 (297),2012,297.0,37,1,12,2012_12,CUT,,nan,
543,37,37,Jason Hoggan,http://games.crossfit.com/athlete/5718,38 (284),2012,284.0,38,1,12,2012_12,CUT,,nan,
544,38,38,Matthew Lefave,http://games.crossfit.com/athlete/18006,39 (257),2012,257.0,39,1,12,2012_12,CUT,,nan,
545,39,39,Jeremy Meredith,http://games.crossfit.com/athlete/5296,40 (247),2012,247.0,40,1,12,2012_12,CUT,,nan,
546,40,40,Brandon Swan,http://games.crossfit.com/athlete/7314,41 (242),2012,242.0,41,1,12,2012_12,CUT,,nan,
547,41,41,Brandon Phillips,http://games.crossfit.com/athlete/8067,42 (233),2012,233.0,42,1,12,2012_12,CUT,,nan,
548,42,42,Bryan Diaz,http://games.crossfit.com/athlete/20717,43 (199),2012,199.0,43,1,12,2012_12,CUT,,nan,
549,43,43,Yurii Hanson,http://games.crossfit.com/athlete/24538,44 (192),2012,192.0,44,1,12,2012_12,CUT,,nan,
550,44,44,Brian Quinlan,http://games.crossfit.com/athlete/3008,45 (166),2012,166.0,45,1,12,2012_12,CUT,,nan,
551,45,45,Orlando Trejo,http://games.crossfit.com/athlete/42803,46 (),2012,,46,1,12,2012_12,WD,,nan,
552,0,0,Rich Froning,http://games.crossfit.com/athlete/11435,1 (1089),2012,1089.0,1,1,13,2012_13,1,100.0,00:02:33,153.0
553,1,1,Matt Chan,http://games.crossfit.com/athlete/17703,2 (975),2012,975.0,2,1,13,2012_13,2,95.0,00:02:42,162.0
554,2,2,Kyle Kasperbauer,http://games.crossfit.com/athlete/25569,3 (930),2012,930.0,3,1,13,2012_13,9,69.0,00:03:01.500,181.5
555,3,3,Scott Panchik,http://games.crossfit.com/athlete/34796,4 (892),2012,892.0,4,1,13,2012_13,6,75.0,00:02:55.700,175.7
556,4,4,Jason Khalipa,http://games.crossfit.com/athlete/12485,5 (885),2012,885.0,5,1,13,2012_13,5,80.0,00:02:51.200,171.2
557,5,5,Dan Bailey,http://games.crossfit.com/athlete/47661,6 (860),2012,860.0,6,1,13,2012_13,11,65.0,00:03:18.300,198.3
558,6,6,Marcus Hendren,http://games.crossfit.com/athlete/16421,7 (846),2012,846.0,7,1,13,2012_13,12,63.0,00:03:36.600,216.6
559,7,7,Austin Malleolo,http://games.crossfit.com/athlete/10169,8 (840),2012,840.0,8,1,13,2012_13,3,90.0,00:02:43,163.0
560,8,8,Chad Mackay,http://games.crossfit.com/athlete/51041,9 (829),2012,829.0,9,1,13,2012_13,16,55.0,00:04:18.900,258.9
561,9,9,Graham Holmberg,http://games.crossfit.com/athlete/11451,10 (813),2012,813.0,10,1,13,2012_13,8,71.0,00:03:00.200,180.2
562,10,10,Ben Smith,http://games.crossfit.com/athlete/43761,11 (808),2012,808.0,11,1,13,2012_13,13,61.0,00:03:42,222.0
563,11,11,Nate Schrader,http://games.crossfit.com/athlete/53314,12 (801),2012,801.0,12,1,13,2012_13,10,67.0,00:03:04,184.0
564,12,12,Spencer Hendel,http://games.crossfit.com/athlete/50866,13 (735),2012,735.0,13,1,13,2012_13,18,51.0,00:04:41,281.0
565,13,13,Daniel Tyminski,http://games.crossfit.com/athlete/5284,14 (701),2012,701.0,14,1,13,2012_13,4,85.0,00:02:49.800,169.8
566,14,14,Lucas Parker,http://games.crossfit.com/athlete/38209,15 (685),2012,685.0,15,1,13,2012_13,14,59.0,00:03:54,234.0
567,15,15,Patrick Burke,http://games.crossfit.com/athlete/15617,16 (608),2012,608.0,16,1,13,2012_13,7,73.0,00:02:57.900,177.9
568,16,16,Kenneth Leverich,http://games.crossfit.com/athlete/21343,17 (604),2012,604.0,17,1,13,2012_13,17,53.0,00:04:28.100,268.1
569,17,17,Gabe Subry,http://games.crossfit.com/athlete/8496,18 (604),2012,604.0,18,1,13,2012_13,15,57.0,00:04:00.700,240.7
570,18,18,Chase Daniels,http://games.crossfit.com/athlete/9241,19 (531),2012,531.0,19,1,13,2012_13,CUT,,nan,
571,19,19,Neal Maddox,http://games.crossfit.com/athlete/24156,20 (527),2012,527.0,20,1,13,2012_13,CUT,,nan,
572,20,20,Aja Barto,http://games.crossfit.com/athlete/36154,21 (519),2012,519.0,21,1,13,2012_13,CUT,,nan,
573,21,21,Chris Spealler,http://games.crossfit.com/athlete/27065,22 (495),2012,495.0,22,1,13,2012_13,CUT,,nan,
574,22,22,Jon Pera,http://games.crossfit.com/athlete/31660,23 (495),2012,495.0,23,1,13,2012_13,CUT,,nan,
575,23,23,Númi S. Katrínarson,http://games.crossfit.com/athlete/11391,24 (471),2012,471.0,24,1,13,2012_13,CUT,,nan,
576,24,24,Albert-Dominic Larouche,http://games.crossfit.com/athlete/49510,25 (421),2012,421.0,25,1,13,2012_13,CUT,,nan,
577,25,25,Justin Allen,http://games.crossfit.com/athlete/1819,26 (397),2012,397.0,26,1,13,2012_13,CUT,,nan,
578,26,26,Joey Warren,http://games.crossfit.com/athlete/11644,27 (396),2012,396.0,27,1,13,2012_13,CUT,,nan,
579,27,27,Phillip Kniep,http://games.crossfit.com/athlete/11826,28 (394),2012,394.0,28,1,13,2012_13,CUT,,nan,
580,28,28,Guido Trinidad,http://games.crossfit.com/athlete/30180,29 (383),2012,383.0,29,1,13,2012_13,CUT,,nan,
581,29,29,Frederik Aegidius,http://games.crossfit.com/athlete/18543,30 (382),2012,382.0,30,1,13,2012_13,CUT,,nan,
582,30,30,Jeremy Kinnick,http://games.crossfit.com/athlete/35012,31 (382),2012,382.0,31,1,13,2012_13,CUT,,nan,
583,31,31,Mikko Aronpää,http://games.crossfit.com/athlete/10822,32 (374),2012,374.0,32,1,13,2012_13,CUT,,nan,
584,32,32,Daniel Hershey,http://games.crossfit.com/athlete/2615,33 (357),2012,357.0,33,1,13,2012_13,CUT,,nan,
585,33,33,Austin Stack,http://games.crossfit.com/athlete/31873,34 (353),2012,353.0,34,1,13,2012_13,CUT,,nan,
586,34,34,Rob Forte,http://games.crossfit.com/athlete/7285,35 (345),2012,345.0,35,1,13,2012_13,CUT,,nan,
587,35,35,David Levey,http://games.crossfit.com/athlete/8743,36 (323),2012,323.0,36,1,13,2012_13,CUT,,nan,
588,36,36,Kevin Simons,http://games.crossfit.com/athlete/42206,37 (297),2012,297.0,37,1,13,2012_13,CUT,,nan,
589,37,37,Jason Hoggan,http://games.crossfit.com/athlete/5718,38 (284),2012,284.0,38,1,13,2012_13,CUT,,nan,
590,38,38,Matthew Lefave,http://games.crossfit.com/athlete/18006,39 (257),2012,257.0,39,1,13,2012_13,CUT,,nan,
591,39,39,Jeremy Meredith,http://games.crossfit.com/athlete/5296,40 (247),2012,247.0,40,1,13,2012_13,CUT,,nan,
592,40,40,Brandon Swan,http://games.crossfit.com/athlete/7314,41 (242),2012,242.0,41,1,13,2012_13,CUT,,nan,
593,41,41,Brandon Phillips,http://games.crossfit.com/athlete/8067,42 (233),2012,233.0,42,1,13,2012_13,CUT,,nan,
594,42,42,Bryan Diaz,http://games.crossfit.com/athlete/20717,43 (199),2012,199.0,43,1,13,2012_13,CUT,,nan,
595,43,43,Yurii Hanson,http://games.crossfit.com/athlete/24538,44 (192),2012,192.0,44,1,13,2012_13,CUT,,nan,
596,44,44,Brian Quinlan,http://games.crossfit.com/athlete/3008,45 (166),2012,166.0,45,1,13,2012_13,CUT,,nan,
597,45,45,Orlando Trejo,http://games.crossfit.com/athlete/42803,46 (),2012,,46,1,13,2012_13,WD,,nan,
598,0,0,Rich Froning,http://games.crossfit.com/athlete/11435,1 (1089),2012,1089.0,1,1,14,2012_14,1,100.0,00:01:20.700,80.7
599,1,1,Matt Chan,http://games.crossfit.com/athlete/17703,2 (975),2012,975.0,2,1,14,2012_14,3,90.0,00:01:27.900,87.9
600,2,2,Kyle Kasperbauer,http://games.crossfit.com/athlete/25569,3 (930),2012,930.0,3,1,14,2012_14,15,57.0,00:02:19.900,139.9
601,3,3,Scott Panchik,http://games.crossfit.com/athlete/34796,4 (892),2012,892.0,4,1,14,2012_14,6,75.0,00:01:32,92.0
602,4,4,Jason Khalipa,http://games.crossfit.com/athlete/12485,5 (885),2012,885.0,5,1,14,2012_14,4,85.0,00:01:30.900,90.9
603,5,5,Dan Bailey,http://games.crossfit.com/athlete/47661,6 (860),2012,860.0,6,1,14,2012_14,5,80.0,00:01:31.200,91.2
604,6,6,Marcus Hendren,http://games.crossfit.com/athlete/16421,7 (846),2012,846.0,7,1,14,2012_14,12,63.0,00:01:59,119.0
605,7,7,Austin Malleolo,http://games.crossfit.com/athlete/10169,8 (840),2012,840.0,8,1,14,2012_14,11,65.0,00:01:54.600,114.6
606,8,8,Chad Mackay,http://games.crossfit.com/athlete/51041,9 (829),2012,829.0,9,1,14,2012_14,13,61.0,00:01:59.600,119.6
607,9,9,Graham Holmberg,http://games.crossfit.com/athlete/11451,10 (813),2012,813.0,10,1,14,2012_14,7,73.0,00:01:33.400,93.4
608,10,10,Ben Smith,http://games.crossfit.com/athlete/43761,11 (808),2012,808.0,11,1,14,2012_14,14,59.0,00:02:17.600,137.6
609,11,11,Nate Schrader,http://games.crossfit.com/athlete/53314,12 (801),2012,801.0,12,1,14,2012_14,8,71.0,00:01:47,107.0
610,12,12,Spencer Hendel,http://games.crossfit.com/athlete/50866,13 (735),2012,735.0,13,1,14,2012_14,2,95.0,00:01:25,85.0
611,13,13,Daniel Tyminski,http://games.crossfit.com/athlete/5284,14 (701),2012,701.0,14,1,14,2012_14,9,69.0,00:01:54,114.0
612,14,14,Lucas Parker,http://games.crossfit.com/athlete/38209,15 (685),2012,685.0,15,1,14,2012_14,10,67.0,00:01:54.400,114.4
613,15,15,Patrick Burke,http://games.crossfit.com/athlete/15617,16 (608),2012,608.0,16,1,14,2012_14,CUT,,nan,
614,16,16,Kenneth Leverich,http://games.crossfit.com/athlete/21343,17 (604),2012,604.0,17,1,14,2012_14,CUT,,nan,
615,17,17,Gabe Subry,http://games.crossfit.com/athlete/8496,18 (604),2012,604.0,18,1,14,2012_14,CUT,,nan,
616,18,18,Chase Daniels,http://games.crossfit.com/athlete/9241,19 (531),2012,531.0,19,1,14,2012_14,CUT,,nan,
617,19,19,Neal Maddox,http://games.crossfit.com/athlete/24156,20 (527),2012,527.0,20,1,14,2012_14,CUT,,nan,
618,20,20,Aja Barto,http://games.crossfit.com/athlete/36154,21 (519),2012,519.0,21,1,14,2012_14,CUT,,nan,
619,21,21,Chris Spealler,http://games.crossfit.com/athlete/27065,22 (495),2012,495.0,22,1,14,2012_14,CUT,,nan,
620,22,22,Jon Pera,http://games.crossfit.com/athlete/31660,23 (495),2012,495.0,23,1,14,2012_14,CUT,,nan,
621,23,23,Númi S. Katrínarson,http://games.crossfit.com/athlete/11391,24 (471),2012,471.0,24,1,14,2012_14,CUT,,nan,
622,24,24,Albert-Dominic Larouche,http://games.crossfit.com/athlete/49510,25 (421),2012,421.0,25,1,14,2012_14,CUT,,nan,
623,25,25,Justin Allen,http://games.crossfit.com/athlete/1819,26 (397),2012,397.0,26,1,14,2012_14,CUT,,nan,
624,26,26,Joey Warren,http://games.crossfit.com/athlete/11644,27 (396),2012,396.0,27,1,14,2012_14,CUT,,nan,
625,27,27,Phillip Kniep,http://games.crossfit.com/athlete/11826,28 (394),2012,394.0,28,1,14,2012_14,CUT,,nan,
626,28,28,Guido Trinidad,http://games.crossfit.com/athlete/30180,29 (383),2012,383.0,29,1,14,2012_14,CUT,,nan,
627,29,29,Frederik Aegidius,http://games.crossfit.com/athlete/18543,30 (382),2012,382.0,30,1,14,2012_14,CUT,,nan,
628,30,30,Jeremy Kinnick,http://games.crossfit.com/athlete/35012,31 (382),2012,382.0,31,1,14,2012_14,CUT,,nan,
629,31,31,Mikko Aronpää,http://games.crossfit.com/athlete/10822,32 (374),2012,374.0,32,1,14,2012_14,CUT,,nan,
