Unnamed: 0,Age,Athlete,Athlete_URL,Finish,Gender,Height,Region,User_ID,Weight,Wk1,Wk2,Wk3,Wk4,Wk5,Year,Team,Affiliate,Fran,Helen,Grace,Filthy_50,Fight_Gone_Bad,Sprint_400,Run_5k,Clean_And_Jerk,Snatch,Deadlift,Back_Squat,Max_Pullups,Place,Score,Wk1_Place,Wk1_Score,Wk2_Place,Wk2_Score,Wk3_Place,Wk3_Score,Wk4_Place,Wk4_Score,Wk5_Place,Wk5_Score
1976,27,Amanda Calderon,http://games.crossfit.com/athlete/225942,1876 (12608),0,,0,225942,150.0,3458 (220),1508 (340),2829 (88),2082 (207),2731 (11:42),16,OCF Black,Odessa Black CrossFit,,,,,,,,,,,,,1876,12608,3458,220,1508,340,2829,88,2082,207,2731,702
1977,26,Jennifer Cummings,http://games.crossfit.com/athlete/116354,1878 (12617),0,,0,116354,150.0,2546 (228),2811 (261),2265 (90),1690 (211),3305 (11:56),16,Iron Mile,CrossFit Iron Mile,,,,,,,,,,,,,1878,12617,2546,228,2811,261,2265,90,1690,211,3305,716
1978,34,chrissy schroecker,http://games.crossfit.com/athlete/137805,1879 (12622),0,62.99,0,137805,125.66,3061 (222),1298 (340),1803 (93),2241 (206),4219 (12:19),16,,CrossFit Convalis,,,,,,,,180.78,125.66,308.65,264.55,35,1879,12622,3061,222,1298,340,1803,93,2241,206,4219,739
1979,41,Michelle Brandt,http://games.crossfit.com/athlete/36663,1880 (12645),0,63.0,0,36663,129.0,2324 (232),2875 (260),1379 (99),2894 (202),3173 (11:53),16,CrossFit X2,CrossFit X2,257.0,620.0,179.0,1277.0,307,,,155.0,115.0,225.0,185.0,25,1880,12645,2324,232,2875,260,1379,99,2894,202,3173,713
1980,21,Anna Cattapan,http://games.crossfit.com/athlete/661584,1881 (12649),0,,0,661584,,3061 (222),2082 (329),4668 (77),1590 (212),1248 (10:47),16,,CrossFit Castelfranco,,,,,,,,,,,,,1881,12649,3061,222,2082,329,4668,77,1590,212,1248,647
1981,36,Annie Olson,http://games.crossfit.com/athlete/42693,1882 (12656),0,70.0,0,42693,178.0,1655 (240),1043 (342),3079 (88),5753 (189),1126 (10:40),16,CrossFit Loft,CrossFit Loft,270.0,,87.0,,398,,,205.0,170.0,335.0,305.0,20,1882,12656,1655,240,1043,342,3079,88,5753,189,1126,640
1982,24,Emily Deahl,http://games.crossfit.com/athlete/477595,1883 (12663),0,68.0,0,477595,145.0,1471 (243),1029 (342),5474 (76),2020 (208),2669 (11:40),16,Carolina CrossFit,Carolina CrossFit,,,,,,,,,,,,,1883,12663,1471,243,1029,342,5474,76,2020,208,2669,700
1983,28,Kerry Crivello,http://games.crossfit.com/athlete/137887,1884 (12668),0,,0,137887,140.0,1471 (243),1391 (340),1961 (91),5752 (189),2093 (11:21),16,Valley CrossFit,Valley CrossFit,,,,,,,,,,,,,1884,12668,1471,243,1391,340,1961,91,5752,189,2093,681
1984,30,Stephanie Pyle,http://games.crossfit.com/athlete/661627,1885 (12674),0,60.0,0,661627,120.0,3897 (216),3064 (260),1501 (97),3042 (201),1170 (10:43),16,,NorCal CrossFit,,,,,,,,,,,,,1885,12674,3897,216,3064,260,1501,97,3042,201,1170,643
1985,25,Anna Jones,http://games.crossfit.com/athlete/198245,1886 (12678),0,68.0,0,198245,165.0,3157 (221),2035 (339),1600 (96),4852 (192),1034 (10:35),16,Crossfit HighGear,CrossFit High Gear,204.0,,,,335,,,215.0,175.0,355.0,305.0,,1886,12678,3157,221,2035,339,1600,96,4852,192,1034,635
1986,21,Maisa Ghanem,http://games.crossfit.com/athlete/506770,1887 (12681),0,62.2,0,506770,121.25,1531 (242),4145 (258),3263 (88),3133 (200),609 (10:06),16,Gigantes,Gigantes CrossFit,166.0,,,,,,,0.0,0.0,0.0,0.0,,1887,12681,1531,242,4145,258,3263,88,3133,200,609,606
1987,27,Christine Lumby,http://games.crossfit.com/athlete/538429,1888 (12701),0,59.84,0,538429,110.0,1471 (243),6990 (253),2572 (89),1179 (218),489 (09:56),16,Team Aarhus CrossFit,Aarhus CrossFit,,,,,,,,,,,,,1888,12701,1471,243,6990,253,2572,89,1179,218,489,596
1988,30,Alex Schaalo,http://games.crossfit.com/athlete/23329,1888 (12701),0,63.0,0,23329,135.0,1471 (243),2310 (262),687 (104),5193 (191),3040 (11:50),16,CrossFit North Vancouver,CrossFit North Vancouver,248.0,538.0,206.0,,0,,,175.0,135.0,325.0,225.0,40,1888,12701,1471,243,2310,262,687,104,5193,191,3040,710
1989,29,Kelly Cline,http://games.crossfit.com/athlete/258742,1890 (12709),0,,0,258742,130.0,3672 (218),2298 (262),2710 (89),1736 (211),2293 (11:28),16,CrossFit Future,CrossFit Future,,,,,,,,,,,,,1890,12709,3672,218,2298,262,2710,89,1736,211,2293,688
1990,32,Louise Cederblad,http://games.crossfit.com/athlete/487221,1891 (12710),0,,0,487221,143.0,2054 (234),3805 (258),2046 (91),3112 (200),1693 (11:05),16,,CrossFit Sverige,,,,,,,,,,,,,1891,12710,2054,234,3805,258,2046,91,3112,200,1693,665
1991,27,Janel Mae Duffy,http://games.crossfit.com/athlete/125381,1892 (12713),0,65.0,0,125381,168.0,958 (254),692 (344),982 (102),6473 (187),3608 (12:04),16,Kryptonite,CrossFit Kryptonite,,,,,,,,,,,,,1892,12713,958,254,692,344,982,102,6473,187,3608,724
1992,22,Molly Spicer Brown,http://games.crossfit.com/athlete/379957,1893 (12720),0,68.0,0,379957,158.0,1210 (247),1973 (339),801 (103),767 (231),7969 (13:30),16,,CrossFit Sky Soldiers,,,124.0,,376,,,205.0,185.0,335.0,242.0,,1893,12720,1210,247,1973,339,801,103,767,231,7969,810
1993,44,Konstantina Bekiou,http://games.crossfit.com/athlete/122492,1894 (12727),0,,0,122492,,1338 (246),4776 (256),2171 (90),1480 (214),2962 (11:48),16,CrossFit 110,CrossFit 110,,,,,,,,,,,,,1894,12727,1338,246,4776,256,2171,90,1480,214,2962,708
1994,40,Mary Theobald,http://games.crossfit.com/athlete/24488,1895 (12735),0,67.0,0,24488,140.0,1210 (247),2362 (262),2129 (90),1704 (211),5330 (12:43),16,CrossFit Sioux Falls,CrossFit Sioux Falls,169.0,508.0,,,0,65.0,,190.0,155.0,295.0,255.0,41,1895,12735,1210,247,2362,262,2129,90,1704,211,5330,763
1995,35,Chloe Williams,http://games.crossfit.com/athlete/10576,1896 (12753),0,64.17,0,10576,128.0,1210 (247),1559 (339),7420 (67),1509 (213),1055 (10:36),16,Team DC Llanishen,Dragon CrossFit Llanishen,239.0,,,,400,,,149.91,116.84,299.83,227.08,0,1896,12753,1210,247,1559,339,7420,67,1509,213,1055,636
1996,26,Jesseann Silva,http://games.crossfit.com/athlete/441164,1897 (12762),0,68.0,0,441164,155.0,3458 (220),1515 (340),1908 (92),3908 (196),1973 (11:17),16,,CrossFit ad Victoriam,,,138.0,1678.0,,,1551.0,195.0,140.0,295.0,,,1897,12762,3458,220,1515,340,1908,92,3908,196,1973,677
1997,25,Larissa Cunha,http://games.crossfit.com/athlete/455677,1898 (12769),0,59.84,0,455677,141.1,1980 (235),4508 (257),2479 (89),1104 (219),2698 (11:41),16,CFP9,CrossFit Posto 9,,,,,,,,,,,,,1898,12769,1980,235,4508,257,2479,89,1104,219,2698,701
1998,34,Jannicke Aasen,http://games.crossfit.com/athlete/251615,1899 (12777),0,65.35,0,251615,127.87,2054 (234),1905 (339),2407 (89),2017 (208),4394 (12:23),16,CrossFit Centrum Vikings,CrossFit Centrum,243.0,,177.0,,,,1370.0,160.94,121.25,220.46,231.49,23,1899,12777,2054,234,1905,339,2407,89,2017,208,4394,743
1999,32,Tammy Mattioli,http://games.crossfit.com/athlete/237455,1900 (12784),0,65.0,0,237455,123.0,1796 (238),4756 (256),637 (105),2257 (206),3338 (11:57),16,CrossFit Blade BladeStrong,CrossFit Blade,,,,,,,,160.0,120.0,300.0,190.0,,1900,12784,1796,238,4756,256,637,105,2257,206,3338,717
2000,33,Breanna Korsman,http://games.crossfit.com/athlete/276930,1901 (12785),0,,0,276930,135.0,1210 (247),3688 (258),1194 (101),3429 (199),3264 (11:55),16,CrossFit 904,CrossFit 904,,,,,,,,,,,,,1901,12785,1210,247,3688,258,1194,101,3429,199,3264,715
2001,44,Tracy OConnell,http://games.crossfit.com/athlete/413700,1902 (12793),0,61.0,0,413700,118.0,1137 (249),5409 (255),578 (107),3433 (199),2236 (11:26),16,,CrossFit Advanced,176.0,,211.0,,267,,,150.0,100.0,285.0,205.0,38,1902,12793,1137,249,5409,255,578,107,3433,199,2236,686
2002,34,Magali Simmons,http://games.crossfit.com/athlete/336190,1903 (12795),0,,0,336190,135.0,3061 (222),1005 (342),5514 (76),2913 (202),302 (09:38),16,CrazyHouse,CrossFit Crazy House,,,,,,,,,,,,,1903,12795,3061,222,1005,342,5514,76,2913,202,302,578
2003,25,Dayne Ulrich,http://games.crossfit.com/athlete/127889,1904 (12796),0,63.0,0,127889,148.0,5678 (205),1255 (341),850 (103),2403 (205),2610 (11:38),16,CrossFit Terminus,CrossFit Terminus,257.0,,137.0,,313,77.0,,200.0,147.0,305.0,265.0,,1904,12796,5678,205,1255,341,850,103,2403,205,2610,698
2004,36,Jill Penfold,http://games.crossfit.com/athlete/162159,1905 (12831),0,65.75,0,162159,134.0,2054 (234),2174 (263),5260 (76),2095 (207),1248 (10:47),16,Lock Box CrossFit,Lock Box CrossFit,178.0,,,,,,,170.0,135.0,285.0,260.0,35,1905,12831,2054,234,2174,263,5260,76,2095,207,1248,647
2005,24,Michelle Ryan,http://games.crossfit.com/athlete/257824,1906 (12832),0,64.0,0,257824,139.0,3157 (221),1915 (339),2677 (89),2385 (205),2698 (11:41),16,CrossFit OSA,CrossFit OSA,187.0,,,,,,,190.0,145.0,300.0,250.0,,1906,12832,3157,221,1915,339,2677,89,2385,205,2698,701
2006,26,Choi Mi-Jung,http://games.crossfit.com/athlete/138235,1907 (12837),0,65.75,0,138235,125.0,1980 (235),1953 (339),1832 (93),2167 (207),4905 (12:34),16,Conan CrossFit WYB,CrossFit Win Your Body,,,,,,,,,,,,,1907,12837,1980,235,1953,339,1832,93,2167,207,4905,754
2007,28,Alizee Andreani,http://games.crossfit.com/athlete/444939,1908 (12839),0,,0,444939,,1005 (252),4173 (257),637 (105),4106 (196),2918 (11:47),16,Team CrossFit La Garde,Unaffiliated,,,,,,,,,,,,,1908,12839,1005,252,4173,257,637,105,4106,196,2918,707
2008,23,Nikita-Jenna Scott,http://games.crossfit.com/athlete/503411,1909 (12850),0,,0,503411,145.0,3672 (218),2130 (289),3313 (87),2024 (208),1711 (11:06),16,Shackpack2016,CrossFit Urban Shack,,,,,,,,,,,,,1909,12850,3672,218,2130,289,3313,87,2024,208,1711,666
2009,29,Katie Horob,http://games.crossfit.com/athlete/161593,1910 (12862),0,65.0,0,161593,145.0,1796 (238),1403 (340),5116 (76),3480 (198),1067 (10:37),16,CrossFit Tundra,CrossFit Tundra,,,,,,,,175.0,150.0,265.0,230.0,20,1910,12862,1796,238,1403,340,5116,76,3480,198,1067,637
2010,32,Marianna Tzourtzek,http://games.crossfit.com/athlete/6366,1911 (12888),0,63.78,0,6366,129.0,1095 (250),4481 (257),1426 (98),1620 (212),4266 (12:20),16,,CrossFit Comradery,184.0,562.0,121.0,,312,,1342.0,211.64,154.32,385.81,302.03,35,1911,12888,1095,250,4481,257,1426,98,1620,212,4266,740
2011,25,Jess Scothern,http://games.crossfit.com/athlete/762937,1911 (12888),0,,0,762937,127.87,1655 (240),3385 (259),3833 (83),2140 (207),1875 (11:13),16,#TEAMPENDLE,CrossFit PENDLE,215.0,,116.0,,,,,165.35,127.87,,,,1911,12888,1655,240,3385,259,3833,83,2140,207,1875,673
2012,28,Gemma Lee,http://games.crossfit.com/athlete/108448,1913 (12910),0,63.0,0,108448,135.0,1175 (248),2439 (262),1881 (92),2560 (204),4855 (12:33),16,CrossFit G zone,CrossFit G zone,,,,,,,,190.0,165.0,265.0,240.0,32,1913,12910,1175,248,2439,262,1881,92,2560,204,4855,753
2013,26,Valérie Boileau,http://games.crossfit.com/athlete/241117,1914 (12920),0,,0,241117,136.0,616 (265),1152 (341),7683 (65),2143 (207),1326 (10:50),16,Reebok CrossFit YUL,Reebok CrossFit YUL,,,,,,,,,,,,,1914,12920,616,265,1152,341,7683,65,2143,207,1326,650
2014,44,michelle hernandez,http://games.crossfit.com/athlete/25675,1915 (12921),0,71.0,0,25675,147.0,1386 (245),3461 (259),2046 (91),2521 (204),3507 (12:01),16,Three Kings Red,Three Kings CrossFit,199.0,529.0,,,,,1320.0,180.0,146.0,300.0,240.0,42,1915,12921,1386,245,3461,259,2046,91,2521,204,3507,721
2015,28,Tiffany Tam,http://games.crossfit.com/athlete/89697,1916 (12924),0,65.0,0,89697,135.0,1095 (250),3756 (258),1881 (92),1658 (212),4534 (12:26),16,CrossFit Volition,CrossFit Volition,,,,,,,,,,,,,1916,12924,1095,250,3756,258,1881,92,1658,212,4534,746
2016,35,Helen Hak,http://games.crossfit.com/athlete/25820,1917 (12930),0,63.78,0,25820,130.07,2602 (227),2412 (262),3209 (88),2221 (206),2486 (11:34),16,Team Boat Shed,CrossFit Boat Shed,,,,,,,,176.37,143.3,363.76,253.53,,1917,12930,2602,227,2412,262,3209,88,2221,206,2486,694
2017,33,Julie Hartman,http://games.crossfit.com/athlete/79240,1918 (12940),0,,0,79240,135.0,591 (266),4264 (257),1653 (95),4139 (195),2293 (11:28),16,,,,,,,,,,,,,,,1918,12940,591,266,4264,257,1653,95,4139,195,2293,688
2018,24,Stephanie Terry,http://games.crossfit.com/athlete/500037,1919 (12945),0,,0,500037,128.0,2888 (224),1310 (340),2462 (89),2862 (202),3423 (11:59),16,Ignite Fitness Hoover,CrossFit Hoover,,,,,,,,,,,,,1919,12945,2888,224,1310,340,2462,89,2862,202,3423,719
2019,37,Laurissa Dunajski,http://games.crossfit.com/athlete/3695,1920 (12955),0,63.0,0,3695,138.0,2676 (226),2610 (261),3493 (86),2233 (206),1943 (11:16),16,Keating CrossFit,Keating CrossFit,223.0,595.0,120.0,1154.0,367,78.0,1690.0,175.0,135.0,295.0,230.0,0,1920,12955,2676,226,2610,261,3493,86,2233,206,1943,676
2020,24,Brittany Beaumont,http://games.crossfit.com/athlete/541129,1921 (12957),0,60.0,0,541129,124.0,2054 (234),1272 (340),3929 (82),3165 (200),2537 (11:36),16,Garage Athletes,CrossFit Garage,,,,,,,,,,,,,1921,12957,2054,234,1272,340,3929,82,3165,200,2537,696
2021,32,Lauren Bass,http://games.crossfit.com/athlete/101557,1922 (12965),0,64.0,0,101557,134.0,2818 (225),2505 (262),3030 (88),3142 (200),1470 (10:56),16,CrossFit Solace,CrossFit Solace,244.0,607.0,249.0,,287,,1456.0,185.0,145.0,285.0,235.0,34,1922,12965,2818,225,2505,262,3030,88,3142,200,1470,656
2022,25,Sara McMurray,http://games.crossfit.com/athlete/274580,1923 (12979),0,60.0,0,274580,125.0,2054 (234),1848 (339),5275 (76),3047 (201),755 (10:18),16,Land Warrior CrossFit,Land Warrior CrossFit,,,,,,,,,,,,,1923,12979,2054,234,1848,339,5275,76,3047,201,755,618
2023,29,Eve Goldsher,http://games.crossfit.com/athlete/413166,1924 (13007),0,62.0,0,413166,125.0,2054 (234),2997 (260),602 (106),1182 (218),6172 (12:59),16,C-FLO,CrossFit Lake Oswego,220.0,,,,,,,165.0,135.0,255.0,230.0,38,1924,13007,2054,234,2997,260,602,106,1182,218,6172,779
2024,36,Kimberly Reilly,http://games.crossfit.com/athlete/37659,1924 (13007),0,64.0,0,37659,150.0,1706 (239),3589 (259),2816 (88),1168 (218),3728 (12:07),16,CFWC Snatches and Jerks,CrossFit West Chester,,,,,0,,,0.0,0.0,0.0,0.0,0,1924,13007,1706,239,3589,259,2816,88,1168,218,3728,727
2025,47,Joyanne Cooper,http://games.crossfit.com/athlete/109033,1924 (13007),0,66.0,0,109033,142.0,2054 (234),2439 (262),2619 (89),3922 (196),1973 (11:17),16,CrossFit Newmarket Central,CrossFit Newmarket Central,,,,,0,,,0.0,135.0,355.0,0.0,0,1924,13007,2054,234,2439,262,2619,89,3922,196,1973,677
2026,34,Monica Sarti,http://games.crossfit.com/athlete/188532,1927 (13009),0,,0,188532,,2282 (233),1848 (339),2118 (90),5862 (189),899 (10:27),16,Studeo 55,Studeo55 CrossFit,,,,,,,,0.0,0.0,,,,1927,13009,2282,233,1848,339,2118,90,5862,189,899,627
2027,26,Rebecca Koch,http://games.crossfit.com/athlete/63651,1927 (13009),0,63.0,0,63651,145.0,1655 (240),2627 (261),4469 (78),1296 (216),2962 (11:48),16,12 Labours Hydra,12 Labours CrossFit,196.0,512.0,120.0,,,76.0,1305.0,,,,,,1927,13009,1655,240,2627,261,4469,78,1296,216,2962,708
2028,28,Rachel Rogers,http://games.crossfit.com/athlete/143675,1929 (13013),0,61.0,0,143675,128.0,2054 (234),2780 (261),1961 (91),4436 (194),1782 (11:09),16,CrossFit Mayhem Freedom,CrossFit Mayhem,163.0,,,,,,1200.0,165.0,130.0,300.0,265.0,,1929,13013,2054,234,2780,261,1961,91,4436,194,1782,669
2029,27,Nikki Lorenzi,http://games.crossfit.com/athlete/187357,1930 (13022),0,63.0,0,187357,125.0,2676 (226),1131 (341),2490 (89),2886 (202),3839 (12:10),16,Urban WarFit,Urban WarFit CrossFit Scottsdale,,,,,0,,,0.0,0.0,0.0,0.0,0,1930,13022,2676,226,1131,341,2490,89,2886,202,3839,730
2030,28,Laura Dykins,http://games.crossfit.com/athlete/117142,1931 (13023),0,67.0,0,117142,148.0,2054 (234),2113 (310),3193 (88),2240 (206),3423 (11:59),16,Bangarang,CrossFit Bangarang,244.0,515.0,202.0,1200.0,367,,,175.0,150.0,255.0,235.0,34,1931,13023,2054,234,2113,310,3193,88,2240,206,3423,719
2031,29,Lauren Saxton,http://games.crossfit.com/athlete/274150,1932 (13026),0,67.0,0,274150,143.0,2676 (226),2641 (261),2490 (89),3155 (200),2064 (11:20),16,CrossFit NYC,CrossFit NYC,,,,,,,,,,,,,1932,13026,2676,226,2641,261,2490,89,3155,200,2064,680
2032,35,Mikisha Freeman,http://games.crossfit.com/athlete/255042,1933 (13032),0,67.0,0,255042,130.0,4951 (208),3538 (259),707 (104),745 (231),3091 (11:51),16,Forward,CrossFit Forward,,,,,,,,180.0,155.0,315.0,260.0,,1933,13032,4951,208,3538,259,707,104,745,231,3091,711
2033,23,Arielle Murray,http://games.crossfit.com/athlete/701096,1934 (13038),0,,0,701096,,3061 (222),1973 (339),2046 (91),3190 (200),2768 (11:43),16,CrossFit Alaska,CrossFit Alaska,,,,,,,,,,,,,1934,13038,3061,222,1973,339,2046,91,3190,200,2768,703
2034,23,Rachel Pifer,http://games.crossfit.com/athlete/493119,1935 (13039),0,63.0,0,493119,135.0,2676 (226),3635 (259),2964 (88),964 (223),2800 (11:44),16,,CrossFit Allendale,212.0,540.0,107.0,1514.0,339,,1290.0,185.0,150.0,310.0,260.0,21,1935,13039,2676,226,3635,259,2964,88,964,223,2800,704
2035,23,Dani Davis,http://games.crossfit.com/athlete/687372,1936 (13048),0,,0,687372,,2429 (230),2332 (262),3275 (87),1839 (210),3173 (11:53),16,CrossFit 8035,CrossFit 8035,,,,,,,,,,,,,1936,13048,2429,230,2332,262,3275,87,1839,210,3173,713
2036,29,Katie Lindsey,http://games.crossfit.com/athlete/3277,1937 (13051),0,67.0,0,3277,153.0,4132 (214),1129 (341),2750 (89),3495 (198),1545 (10:59),16,CrossFit Moxie,CrossFit Moxie,199.0,547.0,100.0,,321,74.0,1435.0,200.0,145.0,285.0,265.0,27,1937,13051,4132,214,1129,341,2750,89,3495,198,1545,659
2037,25,Melanie Richardson,http://games.crossfit.com/athlete/459059,1938 (13059),0,,0,459059,136.0,221 (285),2815 (261),5906 (75),2768 (202),1349 (10:51),16,,CrossFit Stone Towers,228.0,,126.0,,,,1428.0,160.94,125.66,279.99,,,1938,13059,221,285,2815,261,5906,75,2768,202,1349,651
2038,26,Sherri Clark,http://games.crossfit.com/athlete/101208,1939 (13061),0,60.0,0,101208,152.0,2484 (229),4090 (258),1328 (100),2590 (203),2569 (11:37),16,CrossFit 204,CrossFit 204,310.0,637.0,130.0,1633.0,,,1701.0,198.42,154.32,341.72,286.6,,1939,13061,2484,229,4090,258,1328,100,2590,203,2569,697
2039,26,Jayme Simzer,http://games.crossfit.com/athlete/190967,1940 (13064),0,67.0,0,190967,160.0,3783 (217),598 (345),3594 (85),1582 (212),3507 (12:01),16,CrossFit Closer,CrossFit Closer,264.0,,148.0,,,,1080.0,235.0,180.0,375.0,310.0,,1940,13064,3783,217,598,345,3594,85,1582,212,3507,721
2040,32,Melissa Chatigny,http://games.crossfit.com/athlete/30414,1941 (13065),0,61.0,0,30414,145.0,4275 (213),2430 (262),1670 (95),2881 (202),1809 (11:10),16,MMSC CrossFit,MMSC CrossFit,189.0,,133.0,1441.0,,,,200.0,155.0,305.0,285.0,,1941,13065,4275,213,2430,262,1670,95,2881,202,1809,670
2041,29,Claudia Gerhards,http://games.crossfit.com/athlete/99112,1942 (13094),0,64.57,0,99112,136.69,4020 (215),2386 (262),1147 (101),3333 (199),2208 (11:25),16,CrossFit Jackhammer,CrossFit Jackhammer,,,,,0,,,0.0,0.0,0.0,0.0,,1942,13094,4020,215,2386,262,1147,101,3333,199,2208,685
2042,23,Anna Luber,http://games.crossfit.com/athlete/320945,1943 (13097),0,65.0,0,320945,135.0,958 (254),1475 (340),850 (103),2250 (206),7564 (13:23),16,Front Range CrossFit,Front Range CrossFit,255.0,,,,335,,,160.0,125.0,,210.0,35,1943,13097,958,254,1475,340,850,103,2250,206,7564,803
2043,35,Meghan Barnes,http://games.crossfit.com/athlete/20710,1943 (13097),0,,0,20710,138.0,1706 (239),2404 (262),1233 (101),6544 (187),1210 (10:45),16,CrossFit TT,CrossFit TT,,,,,,,,,,,,,1943,13097,1706,239,2404,262,1233,101,6544,187,1210,645
2044,28,Sarah Wardell,http://games.crossfit.com/athlete/137468,1945 (13108),0,66.0,0,137468,144.0,2054 (234),1458 (340),2375 (90),4181 (195),3040 (11:50),16,CrossFit Coeur d'Alene,CrossFit Coeur D'Alene,,,,,,,,,,,,,1945,13108,2054,234,1458,340,2375,90,4181,195,3040,710
2045,37,Ayn Toppin,http://games.crossfit.com/athlete/11890,1946 (13110),0,67.0,0,11890,153.0,3157 (221),2770 (261),2200 (90),1678 (211),3305 (11:56),16,Pioneer Valley Crossfit West,Pioneer Valley CrossFit West,195.0,518.0,134.0,1210.0,339,,,195.0,145.0,310.0,278.0,50,1946,13110,3157,221,2770,261,2200,90,1678,211,3305,716
2046,34,Rachel Macready,http://games.crossfit.com/athlete/51605,1947 (13113),0,66.14,0,51605,132.28,2054 (234),2610 (261),4210 (79),2483 (204),1756 (11:08),16,CrossFit Toowoomba,CrossFit Toowoomba,258.0,559.0,,,132,,1353.0,154.32,110.23,275.58,211.64,,1947,13113,2054,234,2610,261,4210,79,2483,204,1756,668
2047,40,SARAH LONGSHORE,http://games.crossfit.com/athlete/101338,1948 (13116),0,66.0,0,101338,148.0,3559 (219),2919 (260),2938 (88),3334 (199),366 (09:44),16,CROSSFIT MADISON,CrossFit Madison,237.0,,,1247.0,,,1275.0,185.0,145.0,315.0,295.0,28,1948,13116,3559,219,2919,260,2938,88,3334,199,366,584
2048,26,Amy Chan,http://games.crossfit.com/athlete/133913,1949 (13122),0,,0,133913,128.0,2988 (223),4803 (256),1980 (91),2284 (206),1067 (10:37),16,Crossfit Active Units,CrossFit Active Artarmon,,,,,,,,,,,,,1949,13122,2988,223,4803,256,1980,91,2284,206,1067,637
2049,25,Lindsey Mikulecky,http://games.crossfit.com/athlete/256703,1950 (13135),0,63.0,0,256703,140.0,3458 (220),690 (344),2010 (91),1747 (211),5230 (12:41),16,CrossFit Elmhurst,Unaffiliated,272.0,,165.0,1649.0,293,,,205.0,140.0,305.0,250.0,26,1950,13135,3458,220,690,344,2010,91,1747,211,5230,761
2050,23,Dongseon Kim,http://games.crossfit.com/athlete/726283,1951 (13137),0,,0,726283,,3458 (220),1731 (339),4469 (78),646 (235),2833 (11:45),16,,CrossFit G.P.P.,,,,,,,,,,,,,1951,13137,3458,220,1731,339,4469,78,646,235,2833,705
2051,28,Katherine Lavoie,http://games.crossfit.com/athlete/756342,1952 (13157),0,65.75,0,756342,135.0,1706 (239),2172 (263),2200 (90),3656 (198),3423 (11:59),16,Fortis,CrossFit Fortis,,,,,,,,,,,,,1952,13157,1706,239,2172,263,2200,90,3656,198,3423,719
2052,25,Katelyn Lindsley,http://games.crossfit.com/athlete/177582,1953 (13164),0,69.0,0,177582,168.0,1137 (249),1204 (341),6327 (75),1765 (210),2731 (11:42),16,,CrossFit Fond du Lac,188.0,,119.0,,,74.0,,200.0,170.0,295.0,265.0,43,1953,13164,1137,249,1204,341,6327,75,1765,210,2731,702
2053,27,Courtney Newlin,http://games.crossfit.com/athlete/193065,1954 (13170),0,62.0,0,193065,133.0,3559 (219),636 (344),3553 (85),2545 (204),2877 (11:46),16,Crossfit Danville,CrossFit Danville,204.0,536.0,204.0,,,80.0,1440.0,185.0,138.0,0.0,265.0,,1954,13170,3559,219,636,344,3553,85,2545,204,2877,706
2054,32,Elina Pohjonen,http://games.crossfit.com/athlete/265549,1955 (13172),0,66.93,0,265549,154.32,3458 (220),2025 (339),2356 (90),1414 (214),3919 (12:12),16,CrossFit Lappeenranta,CrossFit Lappeenranta,,,,,,,,198.42,,330.69,264.55,,1955,13172,3458,220,2025,339,2356,90,1414,214,3919,732
2055,28,Meagan Bignall,http://games.crossfit.com/athlete/675169,1956 (13173),0,62.0,0,675169,140.0,3559 (219),3055 (260),1035 (102),1392 (215),4132 (12:17),16,Mission CrossFit SA,Mission CrossFit San Antonio,,,,,,,,,,,,,1956,13173,3559,219,3055,260,1035,102,1392,215,4132,737
2056,27,Heather Ross,http://games.crossfit.com/athlete/103031,1957 (13177),0,66.0,0,103031,145.0,1210 (247),1000 (342),7537 (66),893 (227),2537 (11:36),16,Hoosier CrossFit,Hoosier CrossFit,235.0,619.0,170.0,,,,,205.0,170.0,280.0,255.0,26,1957,13177,1210,247,1000,342,7537,66,893,227,2537,696
2057,28,Amanda Bernasconi,http://games.crossfit.com/athlete/138495,1958 (13179),0,65.0,0,138495,153.0,4811 (209),2826 (261),1280 (100),3124 (200),1138 (10:41),16,CrossFit Subdued,CrossFit Subdued,,,,,,,,210.0,150.0,340.0,295.0,,1958,13179,4811,209,2826,261,1280,100,3124,200,1138,641
2058,34,Kristin Ratnofsky,http://games.crossfit.com/athlete/232498,1959 (13197),0,,0,232498,115.0,2054 (234),2638 (261),4469 (78),1074 (220),2962 (11:48),16,CrossFit Cornelius,CrossFit Cornelius,,,,,,,,,,,,,1959,13197,2054,234,2638,261,4469,78,1074,220,2962,708
2059,25,Emilie Schneider,http://games.crossfit.com/athlete/164960,1960 (13204),0,61.0,0,164960,125.0,3157 (221),1760 (339),3741 (84),1373 (215),3173 (11:53),16,CF Anywhere TIEDYE NATION,CrossFit Anywhere,214.0,527.0,171.0,1415.0,304,,,180.0,140.0,275.0,245.0,32,1960,13204,3157,221,1760,339,3741,84,1373,215,3173,713
2060,28,Stephanie Knapp,http://games.crossfit.com/athlete/241692,1961 (13211),0,65.0,0,241692,127.0,1386 (245),3130 (260),3221 (88),3410 (199),2064 (11:20),16,CrossFit Swindon,CrossFit Swindon,195.0,571.0,,1431.0,355,68.0,1286.0,198.42,154.32,304.24,286.6,45,1961,13211,1386,245,3130,260,3221,88,3410,199,2064,680
