Unnamed: 0,Age,Athlete,Athlete_URL,Finish,Gender,Height,Region,User_ID,Weight,Wk1,Wk2,Wk3,Wk4,Wk5,Year,Team,Affiliate,Fran,Helen,Grace,Filthy_50,Fight_Gone_Bad,Sprint_400,Run_5k,Clean_And_Jerk,Snatch,Deadlift,Back_Squat,Max_Pullups,Place,Score,Wk1_Place,Wk1_Score,Wk2_Place,Wk2_Score,Wk3_Place,Wk3_Score,Wk4_Place,Wk4_Score,Wk5_Place,Wk5_Score
1129,45,Lori McMahon,http://games.crossfit.com/athlete/23161,1030 (7195),0,61.0,0,23161,118.0,1423 (244),1569 (339),2046 (91),875 (227),1282 (10:48),16,,Skypoint CrossFit,,,,,,,,165.0,125.0,270.0,225.0,,1030,7195,1423,244,1569,339,2046,91,875,227,1282,648
1130,31,Gabrielle LeBrocq,http://games.crossfit.com/athlete/123556,1031 (7197),0,70.0,0,123556,159.0,3157 (221),1231 (341),1391 (99),744 (231),674 (10:11),16,Raw Commando,CrossFit Raw Commando,,,96.0,,,,,205.03,160.94,321.87,253.53,,1031,7197,3157,221,1231,341,1391,99,744,231,674,611
1131,22,Mary Cipriano,http://games.crossfit.com/athlete/454387,1032 (7209),0,61.0,0,454387,118.0,1073 (251),1786 (339),707 (104),2744 (203),899 (10:27),16,Visium CrossFit,Visium CrossFit,,,,,,61.0,1206.0,170.0,135.0,250.0,235.0,45,1032,7209,1073,251,1786,339,707,104,2744,203,899,627
1132,24,Annie Beaudet,http://games.crossfit.com/athlete/467557,1033 (7212),0,68.0,0,467557,160.0,1175 (248),1524 (340),935 (102),240 (251),3338 (11:57),16,Lusine CrossFit Taschereau,L'usine CrossFit Taschereau,,,,,,,,200.0,175.0,295.0,245.0,,1033,7212,1175,248,1524,340,935,102,240,251,3338,717
1133,23,Bailey Lovett,http://games.crossfit.com/athlete/241412,1034 (7214),0,66.14,0,241412,137.0,683 (263),2549 (261),1436 (98),835 (228),1711 (11:06),16,Crossfit MCR,CrossFit MCR,,,,,,,,0.0,0.0,0.0,0.0,,1034,7214,683,263,2549,261,1436,98,835,228,1711,666
1134,34,Danielle Sawyer,http://games.crossfit.com/athlete/3118,1035 (7215),0,65.0,0,3118,137.0,1600 (241),1705 (339),670 (104),2963 (201),277 (09:35),16,Hurricane CrossFit,Hurricane CrossFit,167.0,470.0,138.0,1346.0,364,71.0,1359.0,210.0,165.0,335.0,285.0,42,1035,7215,1600,241,1705,339,670,104,2963,201,277,575
1135,29,Rahel Kiunke Eke,http://games.crossfit.com/athlete/357564,1035 (7215),0,,0,357564,130.0,380 (273),1673 (339),1560 (96),2057 (208),1545 (10:59),16,myleo CrossFit,Myleo CrossFit,,,,,,,,,,,,,1035,7215,380,273,1673,339,1560,96,2057,208,1545,659
1136,36,Leah Polaski,http://games.crossfit.com/athlete/13439,1037 (7239),0,66.0,0,13439,140.0,748 (261),1338 (340),1646 (95),2473 (204),1034 (10:35),16,CrossFit Santa Cruz,CrossFit Santa Cruz,148.0,490.0,108.0,1067.0,370,68.0,1308.0,194.01,154.32,324.08,264.55,36,1037,7239,748,261,1338,340,1646,95,2473,204,1034,635
1137,23,Sarah Eve Grant,http://games.crossfit.com/athlete/114267,1038 (7249),0,61.0,0,114267,135.0,591 (266),1136 (341),2528 (89),1212 (217),1782 (11:09),16,On Track,CrossFit On Track,169.0,,,,,,,195.0,160.0,305.0,245.0,,1038,7249,591,266,1136,341,2528,89,1212,217,1782,669
1138,30,Janet yamamoto,http://games.crossfit.com/athlete/61158,1039 (7251),0,,0,61158,135.0,2282 (233),1836 (339),928 (102),369 (245),1836 (11:11),16,DEEP,CrossFit Deep,,,,,,,,,,,,,1039,7251,2282,233,1836,339,928,102,369,245,1836,671
1139,24,Brooke McCarthy,http://games.crossfit.com/athlete/150025,1040 (7255),0,63.78,0,150025,134.0,921 (256),1655 (339),902 (102),2232 (206),1545 (10:59),16,Zaks Pack East Tamaki,CrossFit East Tamaki,,,,,,,,0.0,0.0,0.0,0.0,,1040,7255,921,256,1655,339,902,102,2232,206,1545,659
1140,30,Brittany Simon,http://games.crossfit.com/athlete/121919,1041 (7260),0,66.0,0,121919,156.0,1338 (246),1000 (342),1578 (96),1220 (217),2124 (11:22),16,Fortius,CrossFit Fortius,,,,,,,,0.0,0.0,0.0,0.0,0,1041,7260,1338,246,1000,342,1578,96,1220,217,2124,682
1141,32,Nicole Seymour,http://games.crossfit.com/athlete/97901,1042 (7269),0,61.81,0,97901,123.46,525 (268),1096 (341),495 (109),1123 (219),4030 (12:15),16,,Iron Angel CrossFit Ballito,,,,,,,,,,,,,1042,7269,525,268,1096,341,495,109,1123,219,4030,735
1142,24,Taylar Albertini,http://games.crossfit.com/athlete/423544,1043 (7270),0,,0,423544,,910 (257),623 (344),3193 (88),1969 (208),575 (10:03),16,Bear Nation,Bear Republic CrossFit,,,,,,,,,,,,,1043,7270,910,257,623,344,3193,88,1969,208,575,603
1143,27,Emily Schultz,http://games.crossfit.com/athlete/484380,1044 (7287),0,,0,484380,145.0,380 (273),4760 (256),962 (102),553 (238),632 (10:08),16,Overdrive,CrossFit Overdrive,,,,,,,,,,,,,1044,7287,380,273,4760,256,962,102,553,238,632,608
1144,21,Stephanie Ross,http://games.crossfit.com/athlete/255116,1045 (7290),0,60.0,0,255116,132.0,775 (260),3246 (259),899 (102),1177 (218),1193 (10:44),16,CrossFit Blue and Gold,CrossFit Blue and Gold,151.0,,,,,,,185.0,145.0,285.0,245.0,,1045,7290,775,260,3246,259,899,102,1177,218,1193,644
1145,26,Sandra Hamilton,http://games.crossfit.com/athlete/419251,1046 (7296),0,64.0,0,419251,160.0,3061 (222),82 (428),962 (102),1865 (209),1326 (10:50),16,CrossFit Bolton,CrossFit Bolton,186.0,,156.0,,377,,,215.0,160.0,405.0,315.0,,1046,7296,3061,222,82,428,962,102,1865,209,1326,650
1146,28,Alexa Georgoulis,http://games.crossfit.com/athlete/368492,1047 (7297),0,65.0,0,368492,126.0,1095 (250),1690 (339),1045 (102),1877 (209),1590 (11:01),16,,,182.0,,,,,,1167.0,175.0,135.0,300.0,220.0,,1047,7297,1095,250,1690,339,1045,102,1877,209,1590,661
1147,24,Tausha Porter,http://games.crossfit.com/athlete/296820,1048 (7304),0,,0,296820,137.0,1338 (246),828 (343),687 (104),3169 (200),1282 (10:48),16,,CrossFit Unknown,,,,,,,,,,,,,1048,7304,1338,246,828,343,687,104,3169,200,1282,648
1148,28,Anabelle Canchola,http://games.crossfit.com/athlete/22428,1049 (7315),0,65.0,0,22428,145.0,2054 (234),1544 (339),901 (102),2487 (204),329 (09:40),16,SPXF,CrossFit SPXF,,,,,0,,,215.0,165.0,315.0,300.0,0,1049,7315,2054,234,1544,339,901,102,2487,204,329,580
1149,33,Lindsay Morris,http://games.crossfit.com/athlete/389309,1050 (7319),0,64.57,0,389309,135.0,1796 (238),2436 (262),1445 (98),743 (231),899 (10:27),16,Chorley shetlands,CrossFit Chorley,,,,,,,,,,,,,1050,7319,1796,238,2436,262,1445,98,743,231,899,627
1150,20,Mariah Reyes,http://games.crossfit.com/athlete/325920,1051 (7332),0,66.0,0,325920,,616 (265),2089 (323),1233 (101),1871 (209),1523 (10:58),16,CrossFit Davis,CrossFit Davis,155.0,594.0,100.0,,,79.0,,225.0,187.0,350.0,295.0,,1051,7332,616,265,2089,323,1233,101,1871,209,1523,658
1151,23,Carrie Adams,http://games.crossfit.com/athlete/265667,1052 (7345),0,68.0,0,265667,150.0,3157 (221),751 (343),426 (111),2594 (203),417 (09:50),16,OPEX,Unaffiliated,,,,,,,,,,,,,1052,7345,3157,221,751,343,426,111,2594,203,417,590
1152,37,Robin Harris,http://games.crossfit.com/athlete/243130,1053 (7346),0,66.0,0,243130,141.0,2602 (227),1471 (340),528 (109),1875 (209),870 (10:25),16,CrossFit Laminin,CrossFit Laminin,187.0,,120.0,,,3360.0,1169.0,215.0,175.0,345.0,305.0,,1053,7346,2602,227,1471,340,528,109,1875,209,870,625
1153,34,Amanda Long,http://games.crossfit.com/athlete/27899,1054 (7373),0,,0,27899,,1980 (235),2074 (332),777 (103),849 (228),1693 (11:05),16,Reebok CrossFit 5th Ave,CrossFit Reebok 5th Ave,,,,,0,,,,,,,,1054,7373,1980,235,2074,332,777,103,849,228,1693,665
1154,31,Iris Boser,http://games.crossfit.com/athlete/170979,1055 (7387),0,60.0,0,170979,135.0,3559 (219),500 (346),1182 (101),1209 (217),937 (10:30),16,CrossFit 808 Plan B,CrossFit 808,200.0,631.0,122.0,1174.0,,,,200.0,155.0,365.0,325.0,32,1055,7387,3559,219,500,346,1182,101,1209,217,937,630
1155,22,Megan Leskody,http://games.crossfit.com/athlete/207708,1056 (7389),0,,0,207708,139.0,980 (253),3281 (259),1322 (100),997 (222),809 (10:21),16,Carolina CrossFit,Carolina CrossFit,,,,,,,,,,,,,1056,7389,980,253,3281,259,1322,100,997,222,809,621
1156,29,Pernilla Skoglösa,http://games.crossfit.com/athlete/396774,1057 (7391),0,67.32,0,396774,150.0,1210 (247),1216 (341),3258 (88),405 (244),1302 (10:49),16,CrossFit Sydkusten The Usual Suspects,CrossFit Sydkusten,,,,,,,,,,,,,1057,7391,1210,247,1216,341,3258,88,405,244,1302,649
1157,31,Rebecca Berendsen,http://games.crossfit.com/athlete/148005,1058 (7392),0,64.0,0,148005,148.0,1706 (239),797 (343),1249 (101),2071 (207),1569 (11:00),16,Fit Farm,CrossFit Fit Farm,186.0,,102.0,,,,,200.0,170.0,280.0,265.0,,1058,7392,1706,239,797,343,1249,101,2071,207,1569,660
1158,25,Brigitte Osborn,http://games.crossfit.com/athlete/23377,1059 (7400),0,62.0,0,23377,128.0,1920 (236),905 (342),856 (103),501 (240),3218 (11:54),16,Red Wolf,Red Wolf CrossFit,,,,,0,,,0.0,0.0,0.0,0.0,0,1059,7400,1920,236,905,342,856,103,501,240,3218,714
1159,32,Nathalie Geurts,http://games.crossfit.com/athlete/444580,1060 (7402),0,,0,444580,,1980 (235),822 (343),2336 (90),455 (241),1809 (11:10),16,Team PRIMAL,CrossFit Bilzen,,,,,,,,,,,,,1060,7402,1980,235,822,343,2336,90,455,241,1809,670
1160,26,April Lynn Gemein,http://games.crossfit.com/athlete/524900,1061 (7409),0,65.0,0,524900,155.0,2676 (226),997 (342),485 (109),831 (228),2420 (11:32),16,,CrossFit CSA,,,,,,,,,,,,,1061,7409,2676,226,997,342,485,109,831,228,2420,692
1161,31,Alissa Betts,http://games.crossfit.com/athlete/31482,1062 (7413),0,68.0,0,31482,150.0,1386 (245),1745 (339),1113 (101),1579 (212),1590 (11:01),16,CrossFit Maple Ridge,CrossFit Maple Ridge,,,,,,,,,,,,,1062,7413,1386,245,1745,339,1113,101,1579,212,1590,661
1162,30,Marie Huffman,http://games.crossfit.com/athlete/251236,1063 (7417),0,,0,251236,158.0,3157 (221),1347 (340),657 (105),827 (228),1429 (10:54),16,Crossfit LCValley,CrossFit LC Valley,,,,,,,,,,,,,1063,7417,3157,221,1347,340,657,105,827,228,1429,654
1163,26,Amy Bergeron,http://games.crossfit.com/athlete/57805,1064 (7419),0,68.9,0,57805,154.0,1210 (247),1938 (339),756 (103),1222 (217),2293 (11:28),16,,,224.0,,,,,,,178.0,143.0,325.0,235.0,26,1064,7419,1210,247,1938,339,756,103,1222,217,2293,688
1164,32,Katie Levy,http://games.crossfit.com/athlete/4540,1065 (7438),0,68.0,0,4540,159.0,1073 (251),1459 (340),2186 (90),540 (238),2180 (11:24),16,TEAM CrossFit Love,CrossFit Love,185.0,547.0,103.0,,363,68.0,1460.0,200.0,170.0,375.0,270.0,34,1065,7438,1073,251,1459,340,2186,90,540,238,2180,684
1165,30,JoEllyn McAtee,http://games.crossfit.com/athlete/56839,1065 (7438),0,67.0,0,56839,150.0,591 (266),1915 (339),990 (102),2249 (206),1693 (11:05),16,CrossFit Bluegrass,CrossFit Bluegrass,208.0,,,,388,59.0,1455.0,210.0,180.0,335.0,260.0,0,1065,7438,591,266,1915,339,990,102,2249,206,1693,665
1166,36,Erin Ferner,http://games.crossfit.com/athlete/27669,1067 (7439),0,,0,27669,,436 (272),453 (346),475 (110),5138 (191),937 (10:30),16,12 Labours Hydra,12 Labours CrossFit,,,,,,,,,,,,,1067,7439,436,272,453,346,475,110,5138,191,937,630
1167,27,Elise Labrunie,http://games.crossfit.com/athlete/326497,1068 (7441),0,64.96,0,326497,126.0,1095 (250),991 (342),1626 (96),424 (243),3305 (11:56),16,Team CrossFit GaliléÔ,CrossFit Galileo,,,,,,,,207.23,167.55,286.6,264.55,,1068,7441,1095,250,991,342,1626,96,424,243,3305,716
1168,26,Kathryn Helwig,http://games.crossfit.com/athlete/257259,1069 (7455),0,64.0,0,257259,131.0,1471 (243),1414 (340),766 (103),2502 (204),1302 (10:49),16,CFM Nectar,CrossFit Monterey,165.0,531.0,141.0,,,,,205.0,160.0,280.0,255.0,,1069,7455,1471,243,1414,340,766,103,2502,204,1302,649
1169,27,Jessica Newton,http://games.crossfit.com/athlete/101850,1070 (7457),0,60.0,0,101850,125.66,1980 (235),844 (343),943 (102),2442 (205),1248 (10:47),16,CrossFit Greensboro,CrossFit Greensboro,,,,,,,,225.0,175.0,350.0,320.0,,1070,7457,1980,235,844,343,943,102,2442,205,1248,647
1170,27,Abby Graham,http://games.crossfit.com/athlete/129970,1071 (7459),0,65.0,0,129970,145.0,2484 (229),741 (344),1225 (101),1253 (216),1756 (11:08),16,CrossFit HideOut,CrossFit HideOut,,,,,,,,210.0,170.0,305.0,260.0,,1071,7459,2484,229,741,344,1225,101,1253,216,1756,668
1171,32,Rachel McDowell,http://games.crossfit.com/athlete/564903,1072 (7461),0,,0,564903,140.0,1210 (247),1794 (339),1426 (98),1705 (211),1326 (10:50),16,CrossFit Virtus,CrossFit Virtus,,,,,,,,,,,,,1072,7461,1210,247,1794,339,1426,98,1705,211,1326,650
1172,34,Alicia Bowman,http://games.crossfit.com/athlete/262429,1073 (7469),0,,0,262429,140.0,1423 (244),1679 (339),1397 (99),2188 (206),782 (10:20),16,Harbor Strength,CrossFit Gig Harbor,140.0,,105.0,,,,,165.0,125.0,275.0,250.0,,1073,7469,1423,244,1679,339,1397,99,2188,206,782,620
1173,38,Katrina Nichols,http://games.crossfit.com/athlete/259343,1073 (7469),0,67.0,0,259343,154.0,2429 (230),1435 (340),1355 (99),1216 (217),1034 (10:35),16,GTX,Great Times CrossFit,,,,,,,,,,,,,1073,7469,2429,230,1435,340,1355,99,1216,217,1034,635
1174,26,Samantha Petrich,http://games.crossfit.com/athlete/154472,1075 (7471),0,,0,154472,,1980 (235),998 (342),397 (112),1427 (214),2669 (11:40),16,Northwest Iron,Steel Peak CrossFit,,,,,,,,190.0,135.0,305.0,265.0,,1075,7471,1980,235,998,342,397,112,1427,214,2669,700
1175,35,Kirsten Haysom,http://games.crossfit.com/athlete/357129,1076 (7483),0,68.11,0,357129,,1423 (244),1446 (340),2182 (90),1758 (210),674 (10:11),16,CrossFit Rosebud Team,CrossFit Rosebud,,,,,,,,,,,,,1076,7483,1423,244,1446,340,2182,90,1758,210,674,611
1176,23,Taylor Rector,http://games.crossfit.com/athlete/552309,1077 (7485),0,64.0,0,552309,148.0,1471 (243),1501 (340),2710 (89),374 (245),1429 (10:54),16,CFNX,CrossFit Nixa,,,,,,,,175.0,140.0,315.0,,,1077,7485,1471,243,1501,340,2710,89,374,245,1429,654
1177,32,Colie Cox,http://games.crossfit.com/athlete/311071,1078 (7487),0,,0,311071,150.0,2054 (234),2822 (261),550 (108),611 (236),1450 (10:55),16,CrossFit Lubbock,CrossFit Lubbock,331.0,,130.0,,,,,180.0,150.0,300.0,285.0,,1078,7487,2054,234,2822,261,550,108,611,236,1450,655
1178,23,Annnie Voetberg,http://games.crossfit.com/athlete/587693,1079 (7496),0,64.0,0,587693,122.0,980 (253),1333 (340),2938 (88),1823 (210),422 (09:51),16,Thorbeckes CrossFit,Thorbeckes CrossFit,,,,,,3900.0,,175.0,135.0,,,,1079,7496,980,253,1333,340,2938,88,1823,210,422,591
1179,36,Liz Watkins,http://games.crossfit.com/athlete/115378,1080 (7510),0,66.0,0,115378,145.0,958 (254),1354 (340),1404 (99),1790 (210),2004 (11:18),16,BackCountry Blue,Backcountry CrossFit,,,,,,,,185.0,145.0,,225.0,,1080,7510,958,254,1354,340,1404,99,1790,210,2004,678
1180,34,Lindy Hallick,http://games.crossfit.com/athlete/490353,1081 (7520),0,66.0,0,490353,132.0,1980 (235),1882 (339),707 (104),858 (228),2093 (11:21),16,The Iron Legion,CrossFit Iron Legion,170.0,,,,,,,190.0,150.0,,235.0,,1081,7520,1980,235,1882,339,707,104,858,228,2093,681
1181,30,Katie Brown,http://games.crossfit.com/athlete/484201,1082 (7524),0,67.0,0,484201,142.0,980 (253),1297 (340),1478 (98),3095 (200),674 (10:11),16,Hoosier CrossFit,Hoosier CrossFit,226.0,593.0,,,393,,,190.0,145.0,300.0,280.0,,1082,7524,980,253,1297,340,1478,98,3095,200,674,611
1182,28,Sabine Whitfield,http://games.crossfit.com/athlete/64830,1083 (7526),0,,0,64830,140.0,1531 (242),1248 (341),3615 (85),570 (237),562 (10:02),16,CrossFit Yas,CrossFit Yas,,,,,,,,,,,,,1083,7526,1531,242,1248,341,3615,85,570,237,562,602
1183,27,Leslie Dixon,http://games.crossfit.com/athlete/191220,1084 (7539),0,506.0,0,191220,150.0,525 (268),715 (344),2046 (91),1119 (219),3134 (11:52),16,Koda CrossFit Norman,Koda CrossFit Norman,196.0,547.0,124.0,,,92.0,1569.0,205.0,160.0,305.0,255.0,25,1084,7539,525,268,715,344,2046,91,1119,219,3134,712
1184,30,Shannon Kellum,http://games.crossfit.com/athlete/46885,1085 (7543),0,64.0,0,46885,135.0,616 (265),1817 (339),1093 (101),883 (227),3134 (11:52),16,CFFTW Team,CrossFit Fort Worth,183.0,,116.0,,,,,175.0,135.0,285.0,250.0,,1085,7543,616,265,1817,339,1093,101,883,227,3134,712
1185,28,Lara Erlank,http://games.crossfit.com/athlete/106380,1086 (7558),0,66.14,0,106380,154.0,1210 (247),1565 (339),2113 (91),2181 (206),489 (09:56),16,,CrossFit District Six,237.0,,162.0,,378,,,170.0,135.0,300.0,250.0,30,1086,7558,1210,247,1565,339,2113,91,2181,206,489,596
1186,28,Chelsea Docherty,http://games.crossfit.com/athlete/229700,1087 (7570),0,63.39,0,229700,135.0,2054 (234),667 (344),2697 (89),1520 (213),632 (10:08),16,Team Creature,CrossFit Creature,,,,,,,,171.96,116.84,335.1,286.6,,1087,7570,2054,234,667,344,2697,89,1520,213,632,608
1187,34,Shannon Mathes,http://games.crossfit.com/athlete/164149,1088 (7576),0,68.0,0,164149,140.0,1210 (247),1812 (339),1008 (102),1189 (217),2357 (11:30),16,CFNX,CrossFit Nixa,190.0,,139.0,,387,70.0,,175.0,130.0,320.0,235.0,,1088,7576,1210,247,1812,339,1008,102,1189,217,2357,690
1188,30,Chassity Martin,http://games.crossfit.com/athlete/75727,1089 (7579),0,64.0,0,75727,133.0,775 (260),1391 (340),4179 (80),764 (231),470 (09:55),16,CrossFit Grandview,CrossFit Grandview,172.0,,132.0,,396,,,190.0,150.0,295.0,235.0,,1089,7579,775,260,1391,340,4179,80,764,231,470,595
1189,27,Cassie Rubley,http://games.crossfit.com/athlete/266094,1090 (7595),0,62.0,0,266094,125.0,1471 (243),1715 (339),2556 (89),1098 (219),755 (10:18),16,Muskegon CrossFit,Muskegon CrossFit,,,,,,,,170.0,125.0,285.0,225.0,,1090,7595,1471,243,1715,339,2556,89,1098,219,755,618
1190,30,Quiana Welch,http://games.crossfit.com/athlete/333115,1091 (7598),0,68.0,0,333115,158.0,1095 (250),2081 (329),200 (116),1088 (219),3134 (11:52),16,CrossFit 212,CrossFit 212,,,104.0,,,,,,195.0,385.0,,,1091,7598,1095,250,2081,329,200,116,1088,219,3134,712
1191,35,Melinda Metten,http://games.crossfit.com/athlete/10057,1091 (7598),0,65.0,0,10057,145.0,616 (265),1997 (339),2619 (89),776 (230),1590 (11:01),16,CrossFit Bangor,CrossFit Bangor,178.0,557.0,119.0,,324,91.0,1605.0,205.0,160.0,315.0,270.0,31,1091,7598,616,265,1997,339,2619,89,776,230,1590,661
1192,29,Pamela Evans,http://games.crossfit.com/athlete/12979,1091 (7598),0,60.63,0,12979,155.0,2054 (234),1471 (340),1194 (101),755 (231),2124 (11:22),16,CrossFit Select,CrossFit Select,205.0,580.0,88.0,,0,75.0,,205.0,170.0,375.0,280.0,35,1091,7598,2054,234,1471,340,1194,101,755,231,2124,682
1193,40,Bethanne Plasman,http://games.crossfit.com/athlete/479372,1091 (7598),0,68.0,0,479372,150.0,1471 (243),2442 (262),1379 (99),1155 (218),1151 (10:42),16,CrossFit 1401,CrossFit 1401,165.0,,,,,,,180.0,140.0,275.0,250.0,,1091,7598,1471,243,2442,262,1379,99,1155,218,1151,642
1194,27,Meggan Griffith,http://games.crossfit.com/athlete/234373,1095 (7605),0,,0,234373,135.0,1920 (236),1212 (341),1208 (101),1696 (211),1569 (11:00),16,CrossFit Macomb,CrossFit Macomb,,,,,,,,,,,,,1095,7605,1920,236,1212,341,1208,101,1696,211,1569,660
1195,22,Amanda Bratcher,http://games.crossfit.com/athlete/458427,1096 (7609),0,65.0,0,458427,145.0,2676 (226),1064 (342),598 (107),702 (233),2569 (11:37),16,,Zombie Bunny CrossFit,181.0,,111.0,,,,,205.0,170.0,295.0,245.0,40,1096,7609,2676,226,1064,342,598,107,702,233,2569,697
1196,39,Cynthia Arangua,http://games.crossfit.com/athlete/22440,1097 (7613),0,66.0,0,22440,148.0,748 (261),1745 (339),2225 (90),1425 (214),1470 (10:56),16,Prospect CrossFit,Prospect CrossFit,,,,,,,,,,,,,1097,7613,748,261,1745,339,2225,90,1425,214,1470,656
1197,23,Raven Barrett,http://games.crossfit.com/athlete/702647,1098 (7618),0,,0,702647,,910 (257),2551 (261),675 (104),1218 (217),2264 (11:27),16,Buffalo Creek CrossFit,Buffalo Creek CrossFit,,,,,,,,,,,,,1098,7618,910,257,2551,261,675,104,1218,217,2264,687
1198,25,Alexys D'Tiole,http://games.crossfit.com/athlete/293492,1099 (7621),0,68.0,0,293492,149.0,1095 (250),3752 (258),98 (121),412 (243),2264 (11:27),16,EndGame Athletics,CrossFit EGA,,,,,,,,216.0,180.0,405.0,285.0,40,1099,7621,1095,250,3752,258,98,121,412,243,2264,687
1199,30,Aimee Wiebe,http://games.crossfit.com/athlete/137641,1100 (7629),0,,0,137641,119.0,1005 (252),1571 (339),787 (103),2555 (204),1711 (11:06),16,The CENTAURS,CrossFit Fraser Valley,,,,,,,,,,,,,1100,7629,1005,252,1571,339,787,103,2555,204,1711,666
1200,23,Tracy Whitehead,http://games.crossfit.com/athlete/156838,1101 (7634),0,,0,156838,129.0,2054 (234),936 (342),2442 (89),1135 (218),1067 (10:37),16,,Shop CrossFit,,,,,,,,,,,,,1101,7634,2054,234,936,342,2442,89,1135,218,1067,637
1201,28,Alison Muller,http://games.crossfit.com/athlete/20240,1102 (7635),0,66.54,0,20240,158.0,775 (260),1016 (342),707 (104),3889 (196),1248 (10:47),16,CrossFit Brisbane,CrossFit Brisbane,180.0,488.0,97.0,1317.0,416,,,198.42,154.32,341.72,286.6,,1102,7635,775,260,1016,342,707,104,3889,196,1248,647
1202,23,Juliette Marcotti,http://games.crossfit.com/athlete/472420,1103 (7641),0,,0,472420,120.0,775 (260),2871 (260),943 (102),1651 (212),1401 (10:53),16,CrossFit Vagabond,Vagabond CrossFit,,,,,,,,,,,,,1103,7641,775,260,2871,260,943,102,1651,212,1401,653
1203,33,Amy Edelman,http://games.crossfit.com/athlete/104273,1104 (7643),0,70.0,0,104273,158.0,2988 (223),1161 (341),1172 (101),1255 (216),1067 (10:37),16,CrossFit Virtuosity,CrossFit Virtuosity,,,,,0,,,0.0,0.0,0.0,0.0,0,1104,7643,2988,223,1161,341,1172,101,1255,216,1067,637
1204,39,Kelley Galant,http://games.crossfit.com/athlete/147228,1105 (7653),0,,0,147228,157.0,3157 (221),1058 (342),1124 (101),1188 (217),1126 (10:40),16,CrossFit Cedar Park,CrossFit Cedar Park,,,,,371,,,,,325.0,275.0,,1105,7653,3157,221,1058,342,1124,101,1188,217,1126,640
1205,23,Paige Castillo,http://games.crossfit.com/athlete/181992,1106 (7663),0,60.0,0,181992,125.0,1095 (250),923 (342),1072 (101),2280 (206),2293 (11:28),16,CrossFit 808,CrossFit 808,,,,,,,,,,,,,1106,7663,1095,250,923,342,1072,101,2280,206,2293,688
1206,35,Celine Martin,http://games.crossfit.com/athlete/154496,1107 (7666),0,,0,154496,112.0,1423 (244),2285 (262),209 (116),981 (223),2768 (11:43),16,CrossFit Lyon,CrossFit Lyon,,,,,,,,,,,,,1107,7666,1423,244,2285,262,209,116,981,223,2768,703
1207,31,Chelsea Rankin,http://games.crossfit.com/athlete/21759,1107 (7666),0,65.0,0,21759,143.0,1920 (236),1882 (339),1182 (101),1761 (210),921 (10:28),16,CrossFit Grandview,CrossFit Grandview,,,,,,,,0.0,0.0,0.0,0.0,,1107,7666,1920,236,1882,339,1182,101,1761,210,921,628
1208,28,Janne Knudsen,http://games.crossfit.com/athlete/130341,1109 (7673),0,66.54,0,130341,138.0,1005 (252),1482 (340),2442 (89),1677 (211),1067 (10:37),16,CrossFit Åsane,CrossFit Asane,,,164.0,1252.0,353,,1336.0,189.6,141.1,304.24,271.17,26,1109,7673,1005,252,1482,340,2442,89,1677,211,1067,637
1209,26,Josee Charron,http://games.crossfit.com/athlete/239860,1110 (7676),0,,0,239860,,2371 (231),1263 (341),1413 (99),1084 (219),1545 (10:59),16,Physics CrossFit,Physics CrossFit,,,,,,,,,,,,,1110,7676,2371,231,1263,341,1413,99,1084,219,1545,659
1210,32,Jackie Perez,http://games.crossfit.com/athlete/35152,1111 (7679),0,64.0,0,35152,135.0,591 (266),1280 (340),1289 (100),1181 (218),3338 (11:57),16,CrossFit CSA,CrossFit CSA,216.0,532.0,240.0,1290.0,325,84.0,,165.0,135.0,265.0,230.0,44,1111,7679,591,266,1280,340,1289,100,1181,218,3338,717
1211,24,Maggie Ingell,http://games.crossfit.com/athlete/475514,1112 (7682),0,65.0,0,475514,145.0,718 (262),993 (342),1630 (96),3667 (197),674 (10:11),16,Crossfit Sprag,CrossFit Sprag,,,149.0,,,69.0,,175.0,135.0,335.0,245.0,,1112,7682,718,262,993,342,1630,96,3667,197,674,611
1212,23,Caroline Conners,http://games.crossfit.com/athlete/314703,1113 (7683),0,61.0,0,314703,130.0,1600 (241),1027 (342),3030 (88),597 (237),1429 (10:54),16,CrossFit MF,CrossFit MF,191.0,,150.0,,,80.0,,175.0,140.0,295.0,245.0,,1113,7683,1600,241,1027,342,3030,88,597,237,1429,654
1213,23,Grace Schwemmer,http://games.crossfit.com/athlete/145063,1114 (7700),0,,0,145063,130.0,1005 (252),814 (343),1724 (94),1949 (209),2208 (11:25),16,On Track Black,CrossFit On Track,,,,,,,,,,,,,1114,7700,1005,252,814,343,1724,94,1949,209,2208,685
1214,39,Holly Mikolajewski,http://games.crossfit.com/athlete/33368,1115 (7705),0,62.0,0,33368,145.0,1796 (238),1749 (339),3261 (88),429 (243),470 (09:55),16,No Mercy,No Mercy CrossFit,165.0,,79.0,1196.0,397,,1475.0,175.0,135.0,340.0,270.0,26,1115,7705,1796,238,1749,339,3261,88,429,243,470,595
1215,30,Amina Maskhadova,http://games.crossfit.com/athlete/779296,1116 (7720),0,62.6,0,779296,105.82,1338 (246),1882 (339),2356 (90),1484 (214),660 (10:10),16,Redyar,CrossFit Redyar,280.0,,151.0,,,56.0,1080.0,191.8,147.71,286.6,264.55,36,1116,7720,1338,246,1882,339,2356,90,1484,214,660,610
